W0324 21:33:09.275000 68969 torch/distributed/run.py:803] 
W0324 21:33:09.275000 68969 torch/distributed/run.py:803] *****************************************
W0324 21:33:09.275000 68969 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0324 21:33:09.275000 68969 torch/distributed/run.py:803] *****************************************
logs/leader_ngram_s2024.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=./data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=./data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:26993756
mtp_num_heads:0 mtp_loss_weight:0.2 mtp_params:0
XSA:last_4 active_layers:[7, 8, 9, 10]
world_size:8 grad_accum_steps:1
sdp_backends:cudnn=False flash=True mem_efficient=False math=False
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.035 head_lr:0.0 matrix_lr:0.025 scalar_lr:0.025
train_batch_tokens:786432 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:2024
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:0/20000 val_loss:6.9327 val_bpb:4.1059 train_time:0ms step_avg:0.02ms
step:1/20000 train_loss:6.9341 train_time:131ms step_avg:131.34ms
step:2/20000 train_loss:8.7454 train_time:160ms step_avg:79.99ms
step:3/20000 train_loss:7.7345 train_time:240ms step_avg:80.04ms
step:4/20000 train_loss:7.2172 train_time:323ms step_avg:80.70ms
step:5/20000 train_loss:7.1007 train_time:407ms step_avg:81.38ms
step:6/20000 train_loss:7.0424 train_time:488ms step_avg:81.25ms
step:7/20000 train_loss:6.9630 train_time:570ms step_avg:81.44ms
step:8/20000 train_loss:6.8147 train_time:652ms step_avg:81.49ms
step:9/20000 train_loss:6.5317 train_time:733ms step_avg:81.43ms
step:10/20000 train_loss:6.1513 train_time:814ms step_avg:81.43ms
step:500/20000 train_loss:2.3953 train_time:41512ms step_avg:83.02ms
step:1000/20000 train_loss:2.2652 train_time:83348ms step_avg:83.35ms
step:1500/20000 train_loss:2.2083 train_time:125241ms step_avg:83.49ms
step:2000/20000 train_loss:2.0533 train_time:167130ms step_avg:83.57ms
step:2500/20000 train_loss:2.1588 train_time:208986ms step_avg:83.59ms
step:3000/20000 train_loss:2.1494 train_time:250798ms step_avg:83.60ms
step:3500/20000 train_loss:2.1672 train_time:292592ms step_avg:83.60ms
step:4000/20000 train_loss:1.9637 train_time:334357ms step_avg:83.59ms
step:4000/20000 val_loss:2.0554 val_bpb:1.2173 train_time:334406ms step_avg:83.60ms
step:4500/20000 train_loss:2.1133 train_time:376197ms step_avg:83.60ms
step:5000/20000 train_loss:2.0962 train_time:417946ms step_avg:83.59ms
step:5500/20000 train_loss:2.0132 train_time:459679ms step_avg:83.58ms
step:6000/20000 train_loss:1.9356 train_time:501410ms step_avg:83.57ms
swa:start step:6500
step:6500/20000 train_loss:2.0766 train_time:543112ms step_avg:83.56ms
late_qat:enabled step:6652 scale:0.1500
step:7000/20000 train_loss:1.7887 train_time:585472ms step_avg:83.64ms
step:7172/20000 val_loss:1.9204 val_bpb:1.1374 train_time:600072ms step_avg:83.67ms
stopping_early: wallclock_cap train_time:600072ms step:7172/20000
peak memory allocated: 21472 MiB reserved: 22004 MiB
ema:applying EMA weights
DIAGNOSTIC post_ema val_loss:1.9187 val_bpb:1.1364 eval_time:1978ms
Serialized model: 106158518 bytes
Code size: 90381 bytes
Serialized model int6+lzma: 15835624 bytes
  dyn [ 95.1%] bpb=1.108077 hit=31.1% skip=51%
  dyn [ 95.1%] bpb=1.081724 hit=31.0% skip=52%
  dyn [ 95.1%] bpb=1.079285 hit=30.9% skip=52%
  dyn [ 95.1%] bpb=1.086969 hit=30.9% skip=52%
  dyn [ 95.1%] bpb=1.096775 hit=30.9% skip=52%
  dyn [ 97.7%] bpb=1.082675 hit=31.0% skip=52%
  dyn [ 95.1%] bpb=1.097494 hit=31.0% skip=51%
  dyn [ 95.1%] bpb=1.100729 hit=31.1% skip=51%
  dyn [ 97.7%] bpb=1.080191 hit=31.0% skip=52%
  dyn [ 97.7%] bpb=1.107497 hit=31.1% skip=51%
  dyn [ 97.7%] bpb=1.079730 hit=31.0% skip=52%
  dyn [ 97.7%] bpb=1.088492 hit=30.9% skip=52%
  dyn [ 97.7%] bpb=1.096653 hit=30.9% skip=52%
  dyn [ 97.7%] bpb=1.097345 hit=31.0% skip=51%
  dyn [ 97.7%] bpb=1.099314 hit=31.1% skip=51%
  ngram: 1157289/3722214 improved, 3870574 skipped
  ngram: 1148838/3703722 improved, 3892349 skipped
  ngram: 1130463/3652655 improved, 3947010 skipped
  ngram: 1134659/3653993 improved, 3941615 skipped
  ngram: 1159843/3728165 improved, 3864974 skipped
  ngram: 1131060/3659408 improved, 3936993 skipped
  ngram: 1132526/3656210 improved, 3939605 skipped
  ngram: 1139438/3668244 improved, 3925025 skipped
final_krause_eval val_loss:1.8434 val_bpb:1.0917 stride:128 eval_time:516316ms
final_krause_eval_exact val_loss:1.84336775 val_bpb:1.09174760
