step	type	train_loss	val_bpb	step_ms	gravity
979	F	3.425260		94.2	
980	N	3.560600		11.5	
981	F	3.635638		96.8	
982	N	3.494553		10.5	
983	F	3.527185		96.9	
984	N	3.275688		11.3	
985	F	3.345024		96.7	
986	N	3.428095		9.9	
987	F	3.296441		95.8	
988	N	3.467734		9.3	
989	F	3.418018		97.3	
990	N	3.452779		12.1	
991	F	3.485329		97.0	
992	N	3.402259		10.5	
993	F	3.346417		96.9	
994	N	3.407623		11.9	
995	F	3.400692		97.1	
996	N	3.429240		9.8	
997	F	3.374215		96.4	
998	N	3.372946		10.4	
999	F	3.299649		96.6	
1000	N	3.366447		10.4	
1000	EVAL		2.065900		
1001	F	3.333121		95.5	
1002	N	3.372076		11.2	
1003	F	3.529420		95.6	
1004	N	3.361655		11.0	
1005	F	3.408884		96.4	
1006	N	3.255928		11.0	
1007	F	3.448234		96.3	
1008	N	3.524441		9.8	
1009	F	3.248526		96.1	
1010	N	3.621290		10.5	
1011	F	3.325104		95.6	
1012	N	3.521613		8.8	
1013	F	3.461006		97.0	
1014	N	3.534165		10.6	
1015	F	3.340165		94.6	
1016	N	3.348500		9.4	
1017	F	3.449523		95.8	
1018	N	3.543146		8.3	
1019	F	3.327445		96.4	
1020	N	3.367426		10.1	
1021	F	3.324836		95.6	
1022	N	3.345054		11.1	
1023	F	3.356794		98.3	
1024	N	3.395968		9.5	
1025	F	3.293230		96.0	
1026	N	3.336136		7.2	
1027	F	3.436584		95.2	
1028	N	3.463934		9.6	
1029	F	3.364775		96.4	
1030	N	3.339670		10.7	
1031	F	3.333300		96.2	
1032	N	3.604903		10.8	
1033	F	3.461895		95.3	
1034	N	3.453641		10.9	
1035	F	3.284707		95.9	
1036	N	3.463415		9.7	
1037	F	3.318150		96.5	
1038	N	3.249540		11.4	
1039	F	3.408328		95.6	
1040	N	3.397541		10.5	
1041	F	3.404322		96.5	
1042	N	3.426967		9.8	
1043	F	3.351639		95.8	
1044	N	3.415742		10.9	
1045	F	3.283200		96.4	
1046	N	3.399999		10.2	
1047	F	3.324986		95.9	
1048	N	3.422204		11.4	
1049	F	3.374207		98.3	
1050	N	3.494143		10.3	
1050	EVAL		2.059006		
1051	F	3.313088		96.3	
1052	N	3.489441		11.0	
1053	F	3.348870		95.4	
1054	N	3.310992		10.3	
1055	F	3.270970		96.7	
1056	N	3.342038		11.3	
1057	F	3.333013		97.1	
1058	N	3.381130		9.7	
1059	F	3.365415		95.4	
1060	N	3.340174		9.3	
1061	F	3.268179		96.9	
1062	N	3.330239		10.6	
1063	F	3.395577		96.0	
1064	N	3.402507		11.8	
1065	F	3.542588		96.1	
1066	N	3.401922		10.4	
1067	F	3.365822		95.8	
1068	N	3.310687		10.9	
1069	F	3.363419		95.8	
1070	N	3.489411		10.2	
1071	F	3.317108		97.7	
1072	N	3.356829		9.7	
1073	F	3.377893		97.0	
1074	N	3.473341		10.0	
1075	F	3.394371		96.3	
1076	N	3.343354		11.2	
1077	F	3.448793		96.4	
1078	N	3.395973		11.2	
1079	F	3.525608		96.6	
1080	N	3.390875		10.8	
1081	F	3.404067		97.4	
1082	N	3.473660		10.4	
1083	F	3.494934		94.8	
1084	N	3.396035		9.6	
1085	F	3.392144		95.2	
1086	N	3.418851		10.8	
1087	F	3.287150		96.6	
1088	N	3.450910		10.7	
1089	F	3.291835		96.9	
1090	N	3.329290		11.2	
1091	F	3.419905		96.2	
1092	N	3.366479		10.1	
1093	F	3.416808		95.9	
1094	N	3.397969		9.9	
1095	F	3.501260		96.2	
1096	N	3.444385		10.8	
1097	F	3.385074		96.7	
1098	N	3.520282		10.5	
1099	F	3.479965		96.4	
1100	N	3.352962		10.5	
1100	EVAL		2.041651		
1101	F	3.363097		96.8	
1102	N	3.410314		11.4	
1103	F	3.443573		96.4	
1104	N	3.503443		11.2	
1105	F	3.615982		97.3	
1106	N	3.400629		9.6	
1107	F	3.339132		96.4	
1108	N	3.258680		9.4	
1109	F	3.268700		97.3	
1110	N	3.455929		11.1	
1111	F	3.408286		96.2	
1112	N	3.472760		9.4	
1113	F	3.620697		97.3	
1114	N	3.340704		11.4	
1115	F	3.405633		96.0	
1116	N	3.456501		10.3	
1117	F	3.363276		96.1	
1118	N	3.350373		10.3	
1119	F	3.401446		95.6	
1120	N	3.489137		10.4	
1121	F	3.283377		95.4	
1122	N	3.330404		10.3	
1123	F	3.314805		94.7	
1124	N	3.382166		9.6	
1125	F	3.340750		97.1	
1126	N	3.449288		10.7	
1127	F	3.280503		97.7	
1128	N	3.240037		10.8	
1129	F	3.362046		96.8	
1130	N	3.331149		10.0	
1131	F	3.379960		95.6	
1132	N	3.729946		11.3	
1133	F	3.692994		96.4	
1134	N	3.661101		9.6	
1135	F	3.563691		95.5	
1136	N	3.524508		11.6	
1137	F	3.769072		95.7	
1138	N	3.537266		10.6	
1139	F	3.424529		95.6	
1140	N	3.497271		9.5	
1141	F	3.413571		96.5	
1142	N	3.414192		11.5	
1143	F	3.446282		97.8	
1144	N	3.369135		11.3	
1145	F	3.374863		97.1	
1146	N	3.391358		10.2	
1147	F	3.357843		97.0	
1148	N	3.347610		11.7	
1149	F	3.278009		96.2	
1150	N	3.473987		9.9	
1150	EVAL		2.022201		
1151	F	3.248800		96.5	
1152	N	3.421835		10.2	
1153	F	3.334814		97.1	
1154	N	3.499944		11.5	
1155	F	3.258634		96.2	
1156	N	3.461141		10.6	
1157	F	3.383212		97.3	
1158	N	3.450458		11.0	
1159	F	3.499216		97.6	
1160	N	3.329971		9.7	
1161	F	3.323112		96.1	
1162	N	3.391959		10.6	
1163	F	3.430248		95.7	
1164	N	3.327876		10.4	
1165	F	3.292413		95.8	
1166	N	3.333407		10.0	
1167	F	3.252385		97.9	
1168	N	3.444158		11.2	
1169	F	3.372995		96.8	
1170	N	3.360085		10.8	
1171	F	3.338748		96.4	
1172	N	3.412096		10.1	
1173	F	3.344410		95.7	
1174	N	3.378331		10.7	
1175	F	3.338794		98.0	
1176	N	3.577946		10.2	
1177	F	3.412724		95.9	
1178	N	3.272413		11.2	
1179	F	3.471740		96.5	
1180	N	3.395989		10.8	
1181	F	3.358269		96.4	
1182	N	3.340861		11.2	
1183	F	3.323724		95.8	
1184	N	3.223513		10.5	
1185	F	3.212837		96.4	
1186	N	3.423793		11.7	
1187	F	3.420372		96.7	
1188	N	3.400092		9.5	
1189	F	3.243849		96.2	
1190	N	3.393276		10.9	
1191	F	3.400277		96.1	
1192	N	3.382632		11.1	
1193	F	3.337282		97.4	
1194	N	3.286649		9.9	
1195	F	3.625051		95.7	
1196	N	3.509538		12.0	
1197	F	3.238281		95.7	
1198	N	3.402564		11.8	
1199	F	3.267020		97.3	
1200	N	3.350932		10.6	
1200	EVAL		2.011356		
1201	F	3.375377		96.3	
1202	N	3.270117		10.8	
1203	F	3.371734		96.4	
1204	N	3.396862		11.1	
1205	F	3.321473		97.9	
1206	N	3.319765		10.2	
1207	F	3.323233		96.8	
1208	N	3.376936		11.5	
1209	F	3.292347		97.7	
1210	N	3.377647		10.3	
1211	F	3.238414		94.6	
1212	N	3.398211		10.2	
1213	F	3.271181		96.9	
1214	N	3.329718		10.4	
1215	F	3.345206		96.5	
1216	N	3.437890		10.6	
1217	F	3.348686		96.0	
1218	N	3.197781		10.3	
1219	F	3.120525		95.5	
1220	N	3.433457		10.0	
1221	F	3.509700		97.4	
1222	N	3.423092		11.3	
1223	F	3.259795		97.0	
1224	N	3.308451		10.3	
1225	F	3.364888		96.5	
1226	N	3.282251		11.0	
1227	F	3.335358		96.8	
1228	N	3.369016		9.5	
1229	F	3.273728		96.6	
1230	N	3.325871		10.8	
1231	F	3.289405		97.1	
1232	N	3.391705		11.2	
1233	F	3.297648		97.3	
1234	N	3.348428		10.3	
1235	F	3.274394		96.7	
1236	N	3.373789		11.8	
1237	F	3.312224		96.6	
1238	N	3.398098		10.6	
1239	F	3.245519		96.4	
1240	N	3.361377		11.6	
1241	F	3.346686		97.1	
1242	N	3.351094		11.5	
1243	F	3.368837		94.8	
1244	N	3.408051		10.9	
1245	F	3.303791		95.5	
1246	N	3.409942		12.2	
1247	F	3.343231		95.9	
1248	N	3.285082		11.4	
1249	F	3.326141		95.4	
1250	N	3.448995		10.8	
1250	EVAL		2.004751		
1251	F	3.376253		96.2	
1252	N	3.358333		11.9	
1253	F	3.337780		97.0	
1254	N	3.368653		8.4	
1255	F	2.983302		96.7	
1256	N	3.379290		8.7	
1257	F	3.311862		96.0	
1258	N	3.289741		8.7	
1259	F	3.274727		96.1	
1260	N	3.312411		10.2	
1261	F	3.423077		96.2	
1262	N	3.570097		10.7	
1263	F	3.181638		95.9	
1264	N	3.344246		11.0	
1265	F	3.399354		96.4	
1266	N	3.581099		10.7	
1267	F	3.498427		96.8	
1268	N	3.391250		10.3	
1269	F	3.274826		95.6	
1270	N	3.196973		11.0	
1271	F	3.369956		96.7	
1272	N	3.314687		11.9	
1273	F	3.307501		96.3	
1274	N	3.309266		11.0	
1275	F	3.186401		95.9	
1276	N	3.231461		11.6	
1277	F	3.336187		96.5	
1278	N	3.361719		11.6	
1279	F	3.346768		96.7	
1280	N	3.511559		11.9	
1281	F	3.401439		96.7	
1282	N	3.405664		10.2	
1283	F	3.327050		95.5	
1284	N	3.520418		10.8	
1285	F	3.353397		96.1	
1286	N	3.455106		11.1	
1287	F	3.252457		96.4	
1288	N	3.330374		11.0	
1289	F	3.479504		98.2	
1290	N	3.309994		10.7	
1291	F	3.271266		97.3	
1292	N	3.376150		11.7	
1293	F	3.353245		96.5	
1294	N	3.261940		10.4	
1295	F	3.300608		96.8	
1296	N	3.276787		11.9	
1297	F	3.294919		97.4	
1298	N	3.334841		11.0	
1299	F	3.297833		96.7	
1300	N	3.272267		11.7	
1300	EVAL		1.995395		
1301	F	3.298749		96.9	
1302	N	3.355441		11.0	
1303	F	3.279504		96.0	
1304	N	3.305628		12.0	
1305	F	3.259437		97.3	
1306	N	3.423283		10.7	
1307	F	3.324195		96.6	
1308	N	3.335711		12.1	
1309	F	3.343385		94.7	
1310	N	3.355248		11.6	
1311	F	3.360602		97.1	
1312	N	3.331350		9.8	
1313	F	3.283466		96.7	
1314	N	3.326121		11.1	
1315	F	3.220015		97.0	
1316	N	3.373701		10.2	
1317	F	3.244317		96.3	
1318	N	3.310226		10.7	
1319	F	3.437589		96.7	
1320	N	3.371622		10.8	
1321	F	3.232755		95.6	
1322	N	3.291326		11.3	
1323	F	3.252764		96.4	
1324	N	3.240323		11.0	
1325	F	3.249609		95.8	
1326	N	3.132184		10.9	
1327	F	3.330869		95.6	
1328	N	3.335084		10.5	
1329	F	3.271187		97.2	
1330	N	3.353187		11.2	
1331	F	3.279747		96.3	
1332	N	3.345397		18.0	
1333	F	3.270977		96.6	
1334	N	3.431179		11.9	
1335	F	3.231499		96.8	
1336	N	3.328684		10.8	
1337	F	3.380615		95.6	
1338	N	3.320530		11.5	
1339	F	3.220861		94.7	
1340	N	3.337130		11.3	
1341	F	3.320138		96.4	
1342	N	3.343133		11.9	
1343	F	3.352799		94.5	
1344	N	3.207427		10.3	
1345	F	3.248913		96.0	
1346	N	3.340947		10.4	
1347	F	3.186646		96.3	
1348	N	3.393807		10.6	
1349	F	3.186669		96.3	
1350	N	3.365207		10.2	
1350	EVAL		1.990534		
1351	F	3.224876		95.5	
1352	N	3.306077		11.5	
1353	F	3.252238		97.7	
1354	N	3.241277		10.9	
1355	F	3.234366		96.0	
1356	N	3.321900		11.3	
1357	F	3.140905		96.5	
1358	N	3.287333		10.1	
1359	F	3.228033		96.8	
1360	N	3.369411		11.9	
1361	F	3.302364		97.0	
1362	N	3.256113		10.2	
1363	F	3.312416		96.3	
1364	N	3.305557		10.9	
1365	F	3.224590		97.8	
1366	N	3.265882		11.0	
1367	F	3.246196		98.0	
1368	N	3.410254		10.8	
1369	F	3.308661		96.2	
1370	N	3.270064		11.4	
1371	F	3.223635		96.8	
1372	N	3.568420		9.7	
1373	F	3.128453		97.0	
1374	N	3.384695		11.4	
1375	F	3.320280		96.6	
1376	N	3.387893		10.5	
1377	F	3.326590		97.0	
1378	N	3.316714		11.2	
1379	F	3.083998		97.2	
1380	N	3.271390		9.8	
1381	F	3.376250		95.6	
1382	N	3.283765		10.8	
1383	F	3.237749		93.8	
1384	N	3.263823		9.5	
1385	F	3.341910		96.6	
1386	N	3.387973		11.1	
1387	F	3.355993		96.8	
1388	N	3.313982		10.2	
1389	F	3.286437		96.0	
1390	N	3.337575		11.3	
1391	F	3.437754		95.6	
1392	N	3.206708		11.4	
1393	F	3.180431		97.2	
1394	N	3.172191		10.4	
1395	F	3.146277		95.5	
1396	N	3.263988		11.5	
1397	F	3.226529		97.1	
1398	N	3.263118		10.1	
1399	F	3.313731		96.6	
1400	N	3.230829		11.3	
1400	EVAL		2.002823		
1401	F	3.302383		97.1	
1402	N	3.259184		11.7	
1403	F	3.310997		95.8	
1404	N	3.330007		8.6	
1405	F	3.247139		97.7	
1406	N	3.270864		11.4	
1407	F	3.309654		96.2	
1408	N	3.225781		10.5	
1409	F	3.206227		96.0	
1410	N	3.211299		11.2	
1411	F	3.240488		96.2	
1412	N	3.327152		11.5	
1413	F	3.307356		95.7	
1414	N	3.222328		11.6	
1415	F	3.241887		96.5	
1416	N	3.359324		10.3	
1417	F	3.152967		94.2	
1418	N	3.296151		11.7	
1419	F	3.175553		97.2	
1420	N	3.283009		11.3	
1421	F	3.342140		96.1	
1422	N	3.297585		11.2	
1423	F	3.328251		96.7	
1424	N	3.268525		10.7	
1425	F	3.236608		95.8	
1426	N	3.457694		10.5	
1427	F	3.392178		95.1	
1428	N	3.221279		10.8	
1429	F	3.177407		96.6	
1430	N	3.507903		10.7	
1431	F	3.222355		97.1	
1432	N	3.313699		10.4	
1433	F	3.176982		96.8	
1434	N	3.258465		10.2	
1435	F	3.204495		96.0	
1436	N	3.078897		10.9	
1437	F	3.170514		97.0	
1438	N	3.327446		11.3	
1439	F	3.320343		96.7	
1440	N	3.400213		11.6	
1441	F	3.318730		96.2	
1442	N	3.306665		11.0	
1443	F	3.240839		97.5	
1444	N	3.224619		10.6	
1445	F	3.298798		94.2	
1446	N	3.299202		11.0	
1447	F	3.191314		96.8	
1448	N	3.244588		11.1	
1449	F	3.192155		96.4	
1450	N	3.287636		9.7	
1450	EVAL		1.989791		
1451	F	3.209946		95.8	
1452	N	3.381190		10.6	
1453	F	3.351185		96.5	
1454	N	3.308219		12.2	
1455	F	3.232771		98.1	
1456	N	3.202914		11.7	
1457	F	3.134774		97.8	
1458	N	3.196942		11.4	
1459	F	3.306925		94.1	
1460	N	3.180692		11.7	
1461	F	3.225528		97.1	
1462	N	3.296207		11.3	
1463	F	3.178313		97.6	
1464	N	3.242417		10.2	
1465	F	3.276857		96.9	
1466	N	3.287820		11.5	
1467	F	3.241451		97.4	
1468	N	3.385828		10.5	
1469	F	3.207906		96.5	
1470	N	3.267654		11.3	
1471	F	3.259687		96.2	
1472	N	3.290055		11.4	
1473	F	3.209505		98.4	
1474	N	3.361794		11.4	
1475	F	3.194443		97.4	
1476	N	3.365638		10.9	
1477	F	3.423749		94.8	
1478	N	3.269446		11.1	
1479	F	3.230222		97.6	
1480	N	3.345596		10.4	
1481	F	3.510544		95.3	
1482	N	3.407759		11.6	
1483	F	3.456180		98.5	
1484	N	3.367405		10.9	
1485	F	3.230399		98.3	
1486	N	3.289514		9.8	
1487	F	3.304935		96.8	
1488	N	3.289166		11.4	
1489	F	3.244707		94.9	
1490	N	3.260911		10.6	
1491	F	3.292008		96.2	
1492	N	3.285116		11.8	
1493	F	3.357429		95.7	
1494	N	3.258067		10.7	
1495	F	3.206941		96.5	
1496	N	3.408509		11.4	
1497	F	3.260807		97.8	
1498	N	3.364039		10.3	
1499	F	3.256466		97.8	
1500	N	3.316041		10.7	
1500	EVAL		1.962218		
1501	F	3.151000		96.3	
1502	N	3.285829		9.9	
1503	F	3.216698		95.7	
1504	N	3.289150		11.7	
1505	F	3.321406		95.2	
1506	N	3.341802		11.2	
1507	F	3.224145		96.8	
1508	N	3.120248		10.7	
1509	F	3.280445		95.5	
1510	N	3.345851		10.7	
1511	F	3.309584		96.3	
1512	N	3.301442		10.3	
1513	F	2.964381		97.3	
1514	N	3.257887		11.1	
1515	F	3.180076		96.3	
1516	N	3.317673		10.3	
1517	F	3.249274		97.3	
1518	N	3.244324		10.9	
1519	F	3.527204		95.0	
1520	N	4.230577		10.3	
1521	F	3.627731		96.4	
1522	N	3.313898		10.6	
1523	F	3.311573		96.4	
1524	N	3.291032		10.9	
1525	F	3.311253		95.7	
1526	N	3.765732		10.6	
1527	F	3.256806		97.8	
1528	N	3.489569		10.9	
1529	F	3.242045		95.4	
1530	N	3.294196		10.3	
1531	F	3.018782		96.5	
1532	N	3.101445		10.8	
1533	F	3.319561		95.6	
1534	N	3.391742		11.3	
1535	F	3.316103		95.7	
1536	N	3.222025		11.1	
1537	F	3.278822		95.6	
1538	N	3.245010		11.1	
1539	F	3.249796		96.3	
1540	N	3.296143		10.1	
1541	F	3.324242		98.3	
1542	N	3.581297		11.3	
1543	F	3.108075		97.1	
1544	N	3.290774		9.4	
1545	F	3.254977		98.1	
1546	N	3.248693		10.6	
1547	F	3.353700		96.8	
1548	N	3.391065		11.2	
1549	F	3.288972		97.2	
1550	N	3.300411		10.3	
1550	EVAL		1.962886		
1551	F	3.232803		97.4	
1552	N	3.388428		10.4	
1553	F	3.312158		97.3	
1554	N	3.290798		11.5	
1555	F	3.243043		97.3	
1556	N	3.279484		10.5	
1557	F	3.290417		96.4	
1558	N	3.400001		10.1	
1559	F	3.349041		95.0	
1560	N	3.179645		9.7	
1561	F	3.207229		94.7	
1562	N	3.258108		9.8	
1563	F	3.297843		97.4	
1564	N	3.365620		9.8	
1565	F	3.306628		97.3	
1566	N	3.282706		10.8	
1567	F	3.159392		95.6	
1568	N	3.205728		10.8	
1569	F	3.215142		94.9	
1570	N	3.296450		11.0	
1571	F	3.248351		94.8	
1572	N	3.311814		10.0	
1573	F	3.218952		97.2	
1574	N	3.268333		11.1	
1575	F	3.298016		96.0	
1576	N	3.251781		9.9	
1577	F	3.452250		96.6	
1578	N	3.224258		11.3	
1579	F	3.104206		97.9	
1580	N	3.204508		11.2	
1581	F	3.202354		95.7	
1582	N	3.201311		10.1	
1583	F	3.203987		94.9	
1584	N	3.312467		9.5	
1585	F	3.309069		96.1	
1586	N	3.271468		10.8	
1587	F	3.147112		95.9	
1588	N	3.289742		10.1	
1589	F	3.190477		96.9	
1590	N	3.335801		11.2	
1591	F	3.197452		96.4	
1592	N	2.997645		11.4	
1593	F	3.161394		98.0	
1594	N	3.240020		11.0	
1595	F	3.229950		95.7	
1596	N	3.245060		10.9	
1597	F	3.328877		96.2	
1598	N	3.327039		11.0	
1599	F	3.251014		97.2	
1600	N	3.180898		11.4	
1600	EVAL		1.949818		
1601	F	3.166336		96.5	
1602	N	3.234500		10.3	
1603	F	3.232092		96.4	
1604	N	3.319686		10.7	
1605	F	3.118974		96.6	
1606	N	3.254968		11.2	
1607	F	3.171891		97.2	
1608	N	3.322090		10.2	
1609	F	3.236379		95.6	
1610	N	3.328374		11.0	
1611	F	3.281851		98.4	
1612	N	3.174211		11.3	
1613	F	3.241930		96.4	
1614	N	3.302755		11.0	
1615	F	3.303118		96.0	
1616	N	3.332631		10.2	
1617	F	3.156797		95.9	
1618	N	3.305696		10.1	
1619	F	3.195940		96.6	
1620	N	3.269172		11.0	
1621	F	3.248968		96.6	
1622	N	3.272739		11.2	
1623	F	3.248529		95.7	
1624	N	3.274094		11.8	
1625	F	3.306661		96.6	
1626	N	3.297536		10.1	
1627	F	3.362701		96.3	
1628	N	3.259517		11.0	
1629	F	3.166739		97.1	
1630	N	3.197555		11.4	
1631	F	3.263946		95.4	
1632	N	3.349968		10.9	
1633	F	3.226208		95.8	
1634	N	3.140685		10.9	
1635	F	3.255162		95.6	
1636	N	3.323171		11.1	
1637	F	3.184660		97.4	
1638	N	3.210819		9.9	
1639	F	3.159832		96.1	
1640	N	3.316009		11.2	
1641	F	3.252690		96.6	
1642	N	3.258703		9.4	
1643	F	3.179128		96.5	
1644	N	3.203358		10.8	
1645	F	3.206419		98.2	
1646	N	3.240688		10.3	
1647	F	3.399782		98.0	
1648	N	3.363195		10.8	
1649	F	3.303577		97.0	
1650	N	3.194972		10.8	
1650	EVAL		1.936493		
1651	F	3.319871		96.3	
1652	N	3.215379		10.0	
1653	F	3.237259		95.8	
1654	N	3.153063		11.5	
1655	F	3.384454		96.1	
1656	N	3.400966		10.1	
1657	F	3.270937		96.9	
1658	N	3.257523		10.8	
1659	F	3.248660		97.4	
1660	N	3.228458		10.1	
1661	F	3.100429		96.6	
1662	N	3.024394		11.1	
1663	F	2.865222		97.6	
1664	N	2.985763		9.9	
1665	F	3.152573		96.5	
1666	N	3.216458		11.3	
1667	F	3.216711		97.7	
1668	N	3.340754		11.3	
1669	F	3.282322		95.3	
1670	N	3.302978		11.4	
1671	F	3.336684		96.0	
1672	N	3.329625		11.1	
1673	F	3.357931		97.4	
1674	N	3.260470		10.1	
1675	F	3.197676		97.0	
1676	N	3.305248		10.6	
1677	F	3.297541		98.0	
1678	N	3.342936		9.4	
1679	F	3.181966		96.2	
1680	N	3.299025		10.8	
1681	F	3.254921		95.0	
1682	N	3.291766		9.5	
1683	F	3.326999		96.4	
1684	N	3.213794		11.1	
1685	F	3.223863		97.1	
1686	N	3.275769		10.6	
1687	F	3.218349		94.6	
1688	N	3.229667		10.9	
1689	F	3.386701		96.3	
1690	N	3.229921		10.4	
1691	F	3.227384		97.0	
1692	N	3.160764		10.8	
1693	F	3.087849		96.0	
1694	N	3.211812		10.3	
1695	F	3.207763		96.5	
1696	N	3.207871		10.3	
1697	F	3.292176		95.7	
1698	N	3.324487		11.5	
1699	F	3.085661		96.7	
1700	N	3.217642		10.2	
1700	EVAL		1.932423		
1701	F	3.432609		96.5	
1702	N	3.140907		11.2	
1703	F	3.224446		96.6	
1704	N	3.132852		11.4	
1705	F	3.189373		96.4	
1706	N	3.203764		8.6	
1707	F	3.220665		94.9	
1708	N	3.228186		8.9	
1709	F	3.201680		96.2	
1710	N	3.121555		7.2	
1711	F	3.217189		96.1	
1712	N	3.166587		10.4	
1713	F	3.135993		94.4	
1714	N	3.296612		10.7	
1715	F	3.059864		95.8	
1716	N	3.218235		11.4	
1717	F	3.153823		97.3	
1718	N	3.123775		11.1	
1719	F	2.713247		95.7	
1720	N	3.070144		10.2	
1721	F	3.121656		95.3	
1722	N	3.330592		11.5	
1723	F	3.205205		95.8	
1724	N	3.100492		10.5	
1725	F	3.179077		97.6	
1726	N	3.244045		11.6	
1727	F	3.056571		97.8	
1728	N	3.228224		11.1	
1729	F	3.197920		97.3	
1730	N	3.278597		10.7	
1731	F	3.153673		96.7	
1732	N	3.171057		11.2	
1733	F	3.114748		95.5	
1734	N	3.361899		11.4	
1735	F	3.145489		96.6	
1736	N	3.164003		11.4	
1737	F	3.075486		95.7	
1738	N	3.144546		11.3	
1739	F	3.110406		95.9	
1740	N	3.201361		12.1	
1741	F	3.160965		97.1	
1742	N	3.199588		10.4	
1743	F	3.095217		94.8	
1744	N	3.195046		11.8	
1745	F	3.148248		97.6	
1746	N	3.304378		11.3	
1747	F	3.223795		96.4	
1748	N	3.190821		10.9	
1749	F	3.129093		96.4	
1750	N	3.194723		11.6	
1750	EVAL		1.914856		
1751	F	2.961037		96.3	
1752	N	3.079987		9.8	
1753	F	3.056901		97.8	
1754	N	3.146228		11.3	
1755	F	3.171930		97.3	
1756	N	3.240968		10.3	
1757	F	3.123189		97.1	
1758	N	3.081888		11.3	
1759	F	3.040304		96.4	
1760	N	3.169479		11.6	
1761	F	3.206218		95.1	
1762	N	3.181836		11.9	
1763	F	3.201399		97.9	
1764	N	3.208240		10.4	
1765	F	3.151563		96.9	
1766	N	3.196326		11.4	
1767	F	3.144215		96.7	
1768	N	3.152716		10.8	
1769	F	3.206481		96.5	
1770	N	3.261209		11.2	
1771	F	3.169601		97.3	
1772	N	3.198476		11.1	
1773	F	3.188259		96.5	
1774	N	3.079392		10.7	
1775	F	3.111612		97.4	
1776	N	3.246877		10.7	
1777	F	3.158125		96.9	
1778	N	3.102798		12.3	
1779	F	3.144730		97.7	
1780	N	3.106578		10.6	
1781	F	3.164898		96.2	
1782	N	3.173254		11.7	
1783	F	3.044243		97.5	
1784	N	3.196949		10.9	
1785	F	3.217106		96.7	
1786	N	3.304512		11.6	
1787	F	3.142107		94.9	
1788	N	3.295711		10.8	
1789	F	3.261527		96.5	
1790	N	3.262628		11.4	
1791	F	3.222014		95.7	
1792	N	3.384074		10.5	
1793	F	3.270650		95.6	
1794	N	3.178258		11.4	
1795	F	3.165437		95.9	
1796	N	3.189642		11.3	
1797	F	3.020722		96.0	
1798	N	3.141266		11.7	
1799	F	3.091559		97.4	
1800	N	3.140930		10.7	
1800	EVAL		1.913827		
1801	F	3.089242		96.6	
1802	N	3.250931		11.5	
1803	F	3.045177		96.1	
1804	N	3.210192		11.7	
1805	F	3.110679		95.6	
1806	N	3.309720		10.8	
1807	F	3.133867		96.8	
1808	N	3.159575		11.4	
1809	F	3.142827		96.5	
1810	N	3.091253		11.2	
1811	F	3.093645		95.6	
1812	N	3.077168		11.2	
1813	F	3.078995		97.2	
1814	N	3.178924		11.6	
1815	F	3.158829		95.7	
1816	N	3.228009		11.5	
1817	F	3.091810		97.5	
1818	N	3.197400		10.6	
1819	F	3.064930		97.2	
1820	N	3.127203		11.1	
1821	F	3.051442		96.1	
1822	N	3.127693		11.7	
1823	F	3.023701		97.4	
1824	N	3.126595		11.2	
1825	F	3.142993		94.9	
1826	N	3.250663		11.6	
1827	F	3.168296		96.4	
1828	N	3.085200		11.8	
1829	F	3.165246		96.8	
1830	N	3.172064		11.6	
1831	F	3.026728		98.2	
1832	N	3.166715		10.3	
1833	F	3.030854		96.2	
1834	N	3.151357		11.1	
1835	F	3.081988		97.1	
1836	N	3.004675		8.1	
1837	F	3.012347		95.4	
1838	N	3.178317		8.5	
1839	F	3.186919		94.8	
1840	N	3.072694		9.4	
1841	F	3.036466		97.4	
1842	N	3.079181		8.8	
1843	F	3.072157		96.5	
1844	N	3.105564		11.1	
1845	F	3.220430		96.4	
1846	N	3.075075		10.9	
1847	F	3.028018		96.8	
1848	N	3.173101		11.0	
1849	F	3.247303		97.0	
1850	N	3.126471		11.4	
1850	EVAL		1.898204		
1851	F	2.974679		96.7	
1852	N	3.172349		11.3	
1853	F	3.102644		96.8	
1854	N	3.152042		11.6	
1855	F	3.110931		96.4	
1856	N	3.116666		11.0	
1857	F	3.089840		96.0	
1858	N	3.106796		11.2	
1859	F	3.201236		97.1	
1860	N	3.163468		11.3	
1861	F	3.030426		100.1	
1862	N	3.139960		10.7	
1863	F	2.983335		95.8	
1864	N	3.066574		10.7	
1865	F	2.958624		97.0	
1866	N	2.973403		11.0	
1867	F	3.038788		95.0	
1868	N	3.164062		11.2	
1869	F	3.050231		95.7	
1870	N	3.229750		11.4	
1871	F	3.074853		97.1	
1872	N	3.200629		10.9	
1873	F	3.225935		97.4	
1874	N	3.187567		11.4	
1875	F	3.091846		96.5	
1876	N	3.271954		10.7	
1877	F	3.146818		95.8	
1878	N	3.177666		10.6	
1879	F	3.133693		97.6	
1880	N	3.133000		11.2	
1881	F	3.073030		96.3	
1882	N	3.263021		11.1	
1883	F	3.073030		96.4	
1884	N	3.189136		9.9	
1885	F	3.174482		98.0	
1886	N	3.189008		10.0	
1887	F	3.076248		96.4	
1888	N	3.102177		11.4	
1889	F	3.153667		98.1	
1890	N	3.075967		9.4	
1891	F	3.050179		96.2	
1892	N	3.131339		11.1	
1893	F	3.063562		95.8	
1894	N	3.129376		9.6	
