logs/idea22_wsd_schedule_seed42_20260325_215828.txt
val_bpb:enabled tokenizer_kind=sentencepiece tokenizer_path=/raid/R13K47007/parameter-golf/data/tokenizers/fineweb_1024_bpe.model
train_loader:dataset:fineweb10B_sp1024 train_shards:80
val_loader:shards pattern=/raid/R13K47007/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_val_*.bin tokens:62021632
model_params:25517137
world_size:1 grad_accum_steps:8
attention_mode:gqa num_heads:8 num_kv_heads:4
tie_embeddings:True embed_lr:0.03 matrix_lr:0.02 scalar_lr:0.02
train_batch_tokens:786432 train_seq_len:2048 iterations:20000 warmup_steps:20 max_wallclock_seconds:600.000
seed:42
warmup_step:1/20
warmup_step:2/20
warmup_step:3/20
warmup_step:4/20
warmup_step:5/20
warmup_step:6/20
warmup_step:7/20
warmup_step:8/20
warmup_step:9/20
warmup_step:10/20
warmup_step:11/20
warmup_step:12/20
warmup_step:13/20
warmup_step:14/20
warmup_step:15/20
warmup_step:16/20
warmup_step:17/20
warmup_step:18/20
warmup_step:19/20
warmup_step:20/20
step:0/20000 val_loss:6.9323 val_bpb:4.1057 train_time:0ms step_avg:0.01ms
step:1/20000 train_loss:6.9334 train_time:716ms step_avg:716.43ms
step:2/20000 train_loss:6.8990 train_time:1394ms step_avg:697.12ms
step:3/20000 train_loss:6.7915 train_time:2082ms step_avg:694.11ms
step:4/20000 train_loss:6.5339 train_time:2769ms step_avg:692.28ms
step:5/20000 train_loss:6.1718 train_time:3450ms step_avg:690.06ms
step:6/20000 train_loss:5.9314 train_time:4134ms step_avg:689.05ms
step:7/20000 train_loss:5.8188 train_time:4817ms step_avg:688.15ms
step:8/20000 train_loss:5.7808 train_time:5495ms step_avg:686.93ms
step:9/20000 train_loss:5.7468 train_time:6176ms step_avg:686.28ms
step:10/20000 train_loss:5.6736 train_time:6856ms step_avg:685.63ms
step:100/20000 train_loss:3.2519 train_time:68437ms step_avg:684.37ms
step:200/20000 train_loss:2.6652 train_time:137126ms step_avg:685.63ms
step:300/20000 train_loss:2.5143 train_time:205599ms step_avg:685.33ms
step:400/20000 train_loss:2.4703 train_time:274034ms step_avg:685.09ms
step:500/20000 train_loss:2.3505 train_time:342479ms step_avg:684.96ms
step:500/20000 val_loss:2.3709 val_bpb:1.4042 train_time:342480ms step_avg:684.96ms
step:600/20000 train_loss:2.3097 train_time:410830ms step_avg:684.72ms
step:700/20000 train_loss:2.3507 train_time:479171ms step_avg:684.53ms
step:800/20000 train_loss:2.2584 train_time:547534ms step_avg:684.42ms
swa:start step:850
step:877/20000 val_loss:2.1912 val_bpb:1.2977 train_time:600166ms step_avg:684.34ms
stopping_early: wallclock_cap train_time:600166ms step:877/20000
peak memory allocated: 20295 MiB reserved: 20478 MiB
Serialized model: 98437419 bytes
Code size: 53346 bytes
Total submission size: 98490765 bytes
Serialized model int6+zstd: 15767236 bytes
  sliding_eval [ 52.3%] 507232/969088 windows running_bpb=1.283418
  sliding_eval [ 52.5%] 508832/969088 windows running_bpb=1.283516
  sliding_eval [ 52.7%] 510432/969088 windows running_bpb=1.283581
  sliding_eval [ 52.8%] 512032/969088 windows running_bpb=1.283660
  sliding_eval [ 53.0%] 513632/969088 windows running_bpb=1.283766
  sliding_eval [ 53.2%] 515232/969088 windows running_bpb=1.283796
  sliding_eval [ 53.3%] 516832/969088 windows running_bpb=1.283961
  sliding_eval [ 53.5%] 518432/969088 windows running_bpb=1.283904
  sliding_eval [ 53.7%] 520032/969088 windows running_bpb=1.283965
  sliding_eval [ 53.8%] 521632/969088 windows running_bpb=1.283960
  sliding_eval [ 54.0%] 523232/969088 windows running_bpb=1.284197
  sliding_eval [ 54.2%] 524832/969088 windows running_bpb=1.284354
  sliding_eval [ 54.3%] 526432/969088 windows running_bpb=1.284421
  sliding_eval [ 54.5%] 528032/969088 windows running_bpb=1.284561
  sliding_eval [ 54.7%] 529632/969088 windows running_bpb=1.284630
  sliding_eval [ 54.8%] 531232/969088 windows running_bpb=1.284647
  sliding_eval [ 55.0%] 532832/969088 windows running_bpb=1.284893
  sliding_eval [ 55.1%] 534432/969088 windows running_bpb=1.284796
  sliding_eval [ 55.3%] 536032/969088 windows running_bpb=1.284729
  sliding_eval [ 55.5%] 537632/969088 windows running_bpb=1.284773
  sliding_eval [ 55.6%] 539232/969088 windows running_bpb=1.284912
  sliding_eval [ 55.8%] 540832/969088 windows running_bpb=1.284914
  sliding_eval [ 56.0%] 542432/969088 windows running_bpb=1.284852
  sliding_eval [ 56.1%] 544032/969088 windows running_bpb=1.284797
  sliding_eval [ 56.3%] 545632/969088 windows running_bpb=1.285003
  sliding_eval [ 56.5%] 547232/969088 windows running_bpb=1.285117
  sliding_eval [ 56.6%] 548832/969088 windows running_bpb=1.285015
  sliding_eval [ 56.8%] 550432/969088 windows running_bpb=1.285025
  sliding_eval [ 57.0%] 552032/969088 windows running_bpb=1.285096
  sliding_eval [ 57.1%] 553632/969088 windows running_bpb=1.285027
  sliding_eval [ 57.3%] 555232/969088 windows running_bpb=1.285237
  sliding_eval [ 57.5%] 556832/969088 windows running_bpb=1.285322
  sliding_eval [ 57.6%] 558432/969088 windows running_bpb=1.285290
  sliding_eval [ 57.8%] 560032/969088 windows running_bpb=1.285367
  sliding_eval [ 58.0%] 561632/969088 windows running_bpb=1.285499
  sliding_eval [ 58.1%] 563232/969088 windows running_bpb=1.285438
  sliding_eval [ 58.3%] 564832/969088 windows running_bpb=1.285350
  sliding_eval [ 58.5%] 566432/969088 windows running_bpb=1.285346
  sliding_eval [ 58.6%] 568032/969088 windows running_bpb=1.285229
  sliding_eval [ 58.8%] 569632/969088 windows running_bpb=1.285187
  sliding_eval [ 58.9%] 571232/969088 windows running_bpb=1.285166
  sliding_eval [ 59.1%] 572832/969088 windows running_bpb=1.285037
  sliding_eval [ 59.3%] 574432/969088 windows running_bpb=1.284827
  sliding_eval [ 59.4%] 576032/969088 windows running_bpb=1.284724
  sliding_eval [ 59.6%] 577632/969088 windows running_bpb=1.284786
  sliding_eval [ 59.8%] 579232/969088 windows running_bpb=1.284782
  sliding_eval [ 59.9%] 580832/969088 windows running_bpb=1.284541
  sliding_eval [ 60.1%] 582432/969088 windows running_bpb=1.284456
  sliding_eval [ 60.3%] 584032/969088 windows running_bpb=1.284468
  sliding_eval [ 60.4%] 585632/969088 windows running_bpb=1.284476
  sliding_eval [ 60.6%] 587232/969088 windows running_bpb=1.284470
  sliding_eval [ 60.8%] 588832/969088 windows running_bpb=1.284469
  sliding_eval [ 60.9%] 590432/969088 windows running_bpb=1.284416
  sliding_eval [ 61.1%] 592032/969088 windows running_bpb=1.284329
  sliding_eval [ 61.3%] 593632/969088 windows running_bpb=1.284380
  sliding_eval [ 61.4%] 595232/969088 windows running_bpb=1.284316
  sliding_eval [ 61.6%] 596832/969088 windows running_bpb=1.284351
  sliding_eval [ 61.8%] 598432/969088 windows running_bpb=1.284078
  sliding_eval [ 61.9%] 600032/969088 windows running_bpb=1.284014
  sliding_eval [ 62.1%] 601632/969088 windows running_bpb=1.283926
  sliding_eval [ 62.2%] 603232/969088 windows running_bpb=1.283771
  sliding_eval [ 62.4%] 604832/969088 windows running_bpb=1.283720
  sliding_eval [ 62.6%] 606432/969088 windows running_bpb=1.283715
  sliding_eval [ 62.7%] 608032/969088 windows running_bpb=1.283808
  sliding_eval [ 62.9%] 609632/969088 windows running_bpb=1.283820
  sliding_eval [ 63.1%] 611232/969088 windows running_bpb=1.284040
  sliding_eval [ 63.2%] 612832/969088 windows running_bpb=1.284026
  sliding_eval [ 63.4%] 614432/969088 windows running_bpb=1.284001
  sliding_eval [ 63.6%] 616032/969088 windows running_bpb=1.283967
  sliding_eval [ 63.7%] 617632/969088 windows running_bpb=1.283811
  sliding_eval [ 63.9%] 619232/969088 windows running_bpb=1.283553
  sliding_eval [ 64.1%] 620832/969088 windows running_bpb=1.283767
  sliding_eval [ 64.2%] 622432/969088 windows running_bpb=1.283928
  sliding_eval [ 64.4%] 624032/969088 windows running_bpb=1.284073
  sliding_eval [ 64.6%] 625632/969088 windows running_bpb=1.283920
  sliding_eval [ 64.7%] 627232/969088 windows running_bpb=1.283906
  sliding_eval [ 64.9%] 628832/969088 windows running_bpb=1.283857
  sliding_eval [ 65.1%] 630432/969088 windows running_bpb=1.283833
  sliding_eval [ 65.2%] 632032/969088 windows running_bpb=1.283622
  sliding_eval [ 65.4%] 633632/969088 windows running_bpb=1.283527
  sliding_eval [ 65.5%] 635232/969088 windows running_bpb=1.283468
  sliding_eval [ 65.7%] 636832/969088 windows running_bpb=1.283430
  sliding_eval [ 65.9%] 638432/969088 windows running_bpb=1.283284
  sliding_eval [ 66.0%] 640032/969088 windows running_bpb=1.283013
  sliding_eval [ 66.2%] 641632/969088 windows running_bpb=1.282832
  sliding_eval [ 66.4%] 643232/969088 windows running_bpb=1.282751
  sliding_eval [ 66.5%] 644832/969088 windows running_bpb=1.282722
  sliding_eval [ 66.7%] 646432/969088 windows running_bpb=1.282667
  sliding_eval [ 66.9%] 648032/969088 windows running_bpb=1.282638
  sliding_eval [ 67.0%] 649632/969088 windows running_bpb=1.282522
  sliding_eval [ 67.2%] 651232/969088 windows running_bpb=1.282330
  sliding_eval [ 67.4%] 652832/969088 windows running_bpb=1.282203
  sliding_eval [ 67.5%] 654432/969088 windows running_bpb=1.282026
  sliding_eval [ 67.7%] 656032/969088 windows running_bpb=1.282011
  sliding_eval [ 67.9%] 657632/969088 windows running_bpb=1.281920
  sliding_eval [ 68.0%] 659232/969088 windows running_bpb=1.281868
  sliding_eval [ 68.2%] 660832/969088 windows running_bpb=1.281724
  sliding_eval [ 68.4%] 662432/969088 windows running_bpb=1.281712
  sliding_eval [ 68.5%] 664032/969088 windows running_bpb=1.281792
  sliding_eval [ 68.7%] 665632/969088 windows running_bpb=1.281632
  sliding_eval [ 68.9%] 667232/969088 windows running_bpb=1.281532
  sliding_eval [ 69.0%] 668832/969088 windows running_bpb=1.281518
  sliding_eval [ 69.2%] 670432/969088 windows running_bpb=1.281336
  sliding_eval [ 69.3%] 672032/969088 windows running_bpb=1.281210
  sliding_eval [ 69.5%] 673632/969088 windows running_bpb=1.281168
  sliding_eval [ 69.7%] 675232/969088 windows running_bpb=1.280988
  sliding_eval [ 69.8%] 676832/969088 windows running_bpb=1.280856
  sliding_eval [ 70.0%] 678432/969088 windows running_bpb=1.280745
  sliding_eval [ 70.2%] 680032/969088 windows running_bpb=1.280674
  sliding_eval [ 70.3%] 681632/969088 windows running_bpb=1.280637
  sliding_eval [ 70.5%] 683232/969088 windows running_bpb=1.280569
  sliding_eval [ 70.7%] 684832/969088 windows running_bpb=1.280433
  sliding_eval [ 70.8%] 686432/969088 windows running_bpb=1.280450
  sliding_eval [ 71.0%] 688032/969088 windows running_bpb=1.280447
  sliding_eval [ 71.2%] 689632/969088 windows running_bpb=1.280355
  sliding_eval [ 71.3%] 691232/969088 windows running_bpb=1.280323
  sliding_eval [ 71.5%] 692832/969088 windows running_bpb=1.280327
  sliding_eval [ 71.7%] 694432/969088 windows running_bpb=1.280379
  sliding_eval [ 71.8%] 696032/969088 windows running_bpb=1.280460
  sliding_eval [ 72.0%] 697632/969088 windows running_bpb=1.280495
  sliding_eval [ 72.2%] 699232/969088 windows running_bpb=1.280695
  sliding_eval [ 72.3%] 700832/969088 windows running_bpb=1.280670
  sliding_eval [ 72.5%] 702432/969088 windows running_bpb=1.280755
  sliding_eval [ 72.6%] 704032/969088 windows running_bpb=1.280831
  sliding_eval [ 72.8%] 705632/969088 windows running_bpb=1.280983
  sliding_eval [ 73.0%] 707232/969088 windows running_bpb=1.281005
  sliding_eval [ 73.1%] 708832/969088 windows running_bpb=1.281120
  sliding_eval [ 73.3%] 710432/969088 windows running_bpb=1.281045
  sliding_eval [ 73.5%] 712032/969088 windows running_bpb=1.280782
  sliding_eval [ 73.6%] 713632/969088 windows running_bpb=1.280892
  sliding_eval [ 73.8%] 715232/969088 windows running_bpb=1.280724
  sliding_eval [ 74.0%] 716832/969088 windows running_bpb=1.280818
  sliding_eval [ 74.1%] 718432/969088 windows running_bpb=1.280829
  sliding_eval [ 74.3%] 720032/969088 windows running_bpb=1.280929
  sliding_eval [ 74.5%] 721632/969088 windows running_bpb=1.281036
  sliding_eval [ 74.6%] 723232/969088 windows running_bpb=1.280996
  sliding_eval [ 74.8%] 724832/969088 windows running_bpb=1.281057
  sliding_eval [ 75.0%] 726432/969088 windows running_bpb=1.281055
  sliding_eval [ 75.1%] 728032/969088 windows running_bpb=1.281075
  sliding_eval [ 75.3%] 729632/969088 windows running_bpb=1.281020
  sliding_eval [ 75.5%] 731232/969088 windows running_bpb=1.280994
  sliding_eval [ 75.6%] 732832/969088 windows running_bpb=1.281052
  sliding_eval [ 75.8%] 734432/969088 windows running_bpb=1.281165
  sliding_eval [ 76.0%] 736032/969088 windows running_bpb=1.281326
  sliding_eval [ 76.1%] 737632/969088 windows running_bpb=1.281554
  sliding_eval [ 76.3%] 739232/969088 windows running_bpb=1.281579
  sliding_eval [ 76.4%] 740832/969088 windows running_bpb=1.281535
  sliding_eval [ 76.6%] 742432/969088 windows running_bpb=1.281495
  sliding_eval [ 76.8%] 744032/969088 windows running_bpb=1.281471
  sliding_eval [ 76.9%] 745632/969088 windows running_bpb=1.281366
  sliding_eval [ 77.1%] 747232/969088 windows running_bpb=1.281404
  sliding_eval [ 77.3%] 748832/969088 windows running_bpb=1.281438
  sliding_eval [ 77.4%] 750432/969088 windows running_bpb=1.281498
  sliding_eval [ 77.6%] 752032/969088 windows running_bpb=1.281975
  sliding_eval [ 77.8%] 753632/969088 windows running_bpb=1.282070
  sliding_eval [ 77.9%] 755232/969088 windows running_bpb=1.282075
  sliding_eval [ 78.1%] 756832/969088 windows running_bpb=1.282002
  sliding_eval [ 78.3%] 758432/969088 windows running_bpb=1.281986
  sliding_eval [ 78.4%] 760032/969088 windows running_bpb=1.282298
  sliding_eval [ 78.6%] 761632/969088 windows running_bpb=1.282407
  sliding_eval [ 78.8%] 763232/969088 windows running_bpb=1.282399
  sliding_eval [ 78.9%] 764832/969088 windows running_bpb=1.282462
  sliding_eval [ 79.1%] 766432/969088 windows running_bpb=1.282425
  sliding_eval [ 79.3%] 768032/969088 windows running_bpb=1.282436
  sliding_eval [ 79.4%] 769632/969088 windows running_bpb=1.282471
  sliding_eval [ 79.6%] 771232/969088 windows running_bpb=1.282537
  sliding_eval [ 79.7%] 772832/969088 windows running_bpb=1.282499
  sliding_eval [ 79.9%] 774432/969088 windows running_bpb=1.282452
  sliding_eval [ 80.1%] 776032/969088 windows running_bpb=1.282481
  sliding_eval [ 80.2%] 777632/969088 windows running_bpb=1.282635
  sliding_eval [ 80.4%] 779232/969088 windows running_bpb=1.282647
  sliding_eval [ 80.6%] 780832/969088 windows running_bpb=1.282674
  sliding_eval [ 80.7%] 782432/969088 windows running_bpb=1.282883
  sliding_eval [ 80.9%] 784032/969088 windows running_bpb=1.282899
  sliding_eval [ 81.1%] 785632/969088 windows running_bpb=1.282823
  sliding_eval [ 81.2%] 787232/969088 windows running_bpb=1.282832
  sliding_eval [ 81.4%] 788832/969088 windows running_bpb=1.282958
  sliding_eval [ 81.6%] 790432/969088 windows running_bpb=1.282992
  sliding_eval [ 81.7%] 792032/969088 windows running_bpb=1.283115
  sliding_eval [ 81.9%] 793632/969088 windows running_bpb=1.283185
  sliding_eval [ 82.1%] 795232/969088 windows running_bpb=1.283204
  sliding_eval [ 82.2%] 796832/969088 windows running_bpb=1.283259
  sliding_eval [ 82.4%] 798432/969088 windows running_bpb=1.283275
  sliding_eval [ 82.6%] 800032/969088 windows running_bpb=1.283372
  sliding_eval [ 82.7%] 801632/969088 windows running_bpb=1.283420
  sliding_eval [ 82.9%] 803232/969088 windows running_bpb=1.283408
  sliding_eval [ 83.1%] 804832/969088 windows running_bpb=1.283476
  sliding_eval [ 83.2%] 806432/969088 windows running_bpb=1.283484
  sliding_eval [ 83.4%] 808032/969088 windows running_bpb=1.283593
  sliding_eval [ 83.5%] 809632/969088 windows running_bpb=1.283652
  sliding_eval [ 83.7%] 811232/969088 windows running_bpb=1.283754
  sliding_eval [ 83.9%] 812832/969088 windows running_bpb=1.283700
  sliding_eval [ 84.0%] 814432/969088 windows running_bpb=1.283680
  sliding_eval [ 84.2%] 816032/969088 windows running_bpb=1.283735
  sliding_eval [ 84.4%] 817632/969088 windows running_bpb=1.283818
  sliding_eval [ 84.5%] 819232/969088 windows running_bpb=1.283792
  sliding_eval [ 84.7%] 820832/969088 windows running_bpb=1.283800
  sliding_eval [ 84.9%] 822432/969088 windows running_bpb=1.283877
  sliding_eval [ 85.0%] 824032/969088 windows running_bpb=1.283938
  sliding_eval [ 85.2%] 825632/969088 windows running_bpb=1.284023
  sliding_eval [ 85.4%] 827232/969088 windows running_bpb=1.284043
  sliding_eval [ 85.5%] 828832/969088 windows running_bpb=1.283954
  sliding_eval [ 85.7%] 830432/969088 windows running_bpb=1.283833
  sliding_eval [ 85.9%] 832032/969088 windows running_bpb=1.283878
  sliding_eval [ 86.0%] 833632/969088 windows running_bpb=1.283935
  sliding_eval [ 86.2%] 835232/969088 windows running_bpb=1.283868
  sliding_eval [ 86.4%] 836832/969088 windows running_bpb=1.283804
  sliding_eval [ 86.5%] 838432/969088 windows running_bpb=1.283889
  sliding_eval [ 86.7%] 840032/969088 windows running_bpb=1.283886
  sliding_eval [ 86.8%] 841632/969088 windows running_bpb=1.283976
  sliding_eval [ 87.0%] 843232/969088 windows running_bpb=1.284011
  sliding_eval [ 87.2%] 844832/969088 windows running_bpb=1.283877
  sliding_eval [ 87.3%] 846432/969088 windows running_bpb=1.284039
  sliding_eval [ 87.5%] 848032/969088 windows running_bpb=1.284091
  sliding_eval [ 87.7%] 849632/969088 windows running_bpb=1.284072
  sliding_eval [ 87.8%] 851232/969088 windows running_bpb=1.284068
  sliding_eval [ 88.0%] 852832/969088 windows running_bpb=1.284141
  sliding_eval [ 88.2%] 854432/969088 windows running_bpb=1.284221
  sliding_eval [ 88.3%] 856032/969088 windows running_bpb=1.284227
  sliding_eval [ 88.5%] 857632/969088 windows running_bpb=1.284265
  sliding_eval [ 88.7%] 859232/969088 windows running_bpb=1.284229
  sliding_eval [ 88.8%] 860832/969088 windows running_bpb=1.284377
  sliding_eval [ 89.0%] 862432/969088 windows running_bpb=1.284363
  sliding_eval [ 89.2%] 864032/969088 windows running_bpb=1.284367
  sliding_eval [ 89.3%] 865632/969088 windows running_bpb=1.284460
  sliding_eval [ 89.5%] 867232/969088 windows running_bpb=1.284455
  sliding_eval [ 89.7%] 868832/969088 windows running_bpb=1.284390
  sliding_eval [ 89.8%] 870432/969088 windows running_bpb=1.284556
  sliding_eval [ 90.0%] 872032/969088 windows running_bpb=1.284562
  sliding_eval [ 90.1%] 873632/969088 windows running_bpb=1.284559
  sliding_eval [ 90.3%] 875232/969088 windows running_bpb=1.284584
  sliding_eval [ 90.5%] 876832/969088 windows running_bpb=1.284420
  sliding_eval [ 90.6%] 878432/969088 windows running_bpb=1.284411
  sliding_eval [ 90.8%] 880032/969088 windows running_bpb=1.284369
  sliding_eval [ 91.0%] 881632/969088 windows running_bpb=1.284382
  sliding_eval [ 91.1%] 883232/969088 windows running_bpb=1.284383
  sliding_eval [ 91.3%] 884832/969088 windows running_bpb=1.284413
  sliding_eval [ 91.5%] 886432/969088 windows running_bpb=1.284418
  sliding_eval [ 91.6%] 888032/969088 windows running_bpb=1.284359
  sliding_eval [ 91.8%] 889632/969088 windows running_bpb=1.284272
  sliding_eval [ 92.0%] 891232/969088 windows running_bpb=1.284145
  sliding_eval [ 92.1%] 892832/969088 windows running_bpb=1.284081
  sliding_eval [ 92.3%] 894432/969088 windows running_bpb=1.284042
  sliding_eval [ 92.5%] 896032/969088 windows running_bpb=1.283942
  sliding_eval [ 92.6%] 897632/969088 windows running_bpb=1.283983
  sliding_eval [ 92.8%] 899232/969088 windows running_bpb=1.284004
  sliding_eval [ 93.0%] 900832/969088 windows running_bpb=1.283955
  sliding_eval [ 93.1%] 902432/969088 windows running_bpb=1.283932
  sliding_eval [ 93.3%] 904032/969088 windows running_bpb=1.283920
  sliding_eval [ 93.5%] 905632/969088 windows running_bpb=1.283885
  sliding_eval [ 93.6%] 907232/969088 windows running_bpb=1.283918
  sliding_eval [ 93.8%] 908832/969088 windows running_bpb=1.283835
  sliding_eval [ 93.9%] 910432/969088 windows running_bpb=1.283794
  sliding_eval [ 94.1%] 912032/969088 windows running_bpb=1.283757
  sliding_eval [ 94.3%] 913632/969088 windows running_bpb=1.283585
  sliding_eval [ 94.4%] 915232/969088 windows running_bpb=1.283443
  sliding_eval [ 94.6%] 916832/969088 windows running_bpb=1.283414
  sliding_eval [ 94.8%] 918432/969088 windows running_bpb=1.283364
  sliding_eval [ 94.9%] 920032/969088 windows running_bpb=1.283349
  sliding_eval [ 95.1%] 921632/969088 windows running_bpb=1.283354
  sliding_eval [ 95.3%] 923232/969088 windows running_bpb=1.283317
  sliding_eval [ 95.4%] 924832/969088 windows running_bpb=1.283270
  sliding_eval [ 95.6%] 926432/969088 windows running_bpb=1.283246
  sliding_eval [ 95.8%] 928032/969088 windows running_bpb=1.283269
  sliding_eval [ 95.9%] 929632/969088 windows running_bpb=1.283340
  sliding_eval [ 96.1%] 931232/969088 windows running_bpb=1.283298
  sliding_eval [ 96.3%] 932832/969088 windows running_bpb=1.283207
  sliding_eval [ 96.4%] 934432/969088 windows running_bpb=1.283143
  sliding_eval [ 96.6%] 936032/969088 windows running_bpb=1.283077
  sliding_eval [ 96.8%] 937632/969088 windows running_bpb=1.283036
  sliding_eval [ 96.9%] 939232/969088 windows running_bpb=1.283252
  sliding_eval [ 97.1%] 940832/969088 windows running_bpb=1.283149
  sliding_eval [ 97.2%] 942432/969088 windows running_bpb=1.283079
  sliding_eval [ 97.4%] 944032/969088 windows running_bpb=1.282960
  sliding_eval [ 97.6%] 945632/969088 windows running_bpb=1.282863
  sliding_eval [ 97.7%] 947232/969088 windows running_bpb=1.282852
  sliding_eval [ 97.9%] 948832/969088 windows running_bpb=1.282813
  sliding_eval [ 98.1%] 950432/969088 windows running_bpb=1.282789
  sliding_eval [ 98.2%] 952032/969088 windows running_bpb=1.282730
  sliding_eval [ 98.4%] 953632/969088 windows running_bpb=1.282733
  sliding_eval [ 98.6%] 955232/969088 windows running_bpb=1.282722
  sliding_eval [ 98.7%] 956832/969088 windows running_bpb=1.282712
  sliding_eval [ 98.9%] 958432/969088 windows running_bpb=1.282692
  sliding_eval [ 99.1%] 960032/969088 windows running_bpb=1.282594
  sliding_eval [ 99.2%] 961632/969088 windows running_bpb=1.282462
  sliding_eval [ 99.4%] 963232/969088 windows running_bpb=1.282400
  sliding_eval [ 99.6%] 964832/969088 windows running_bpb=1.282394
  sliding_eval [ 99.7%] 966432/969088 windows running_bpb=1.282312
  sliding_eval [ 99.9%] 968032/969088 windows running_bpb=1.282384
final_int8_zlib_roundtrip val_loss:2.1653 val_bpb:1.2824 eval_time:1341430ms
final_int8_zlib_roundtrip_exact val_loss:2.16530120 val_bpb:1.28241673
