Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 31,457,280
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,960
  scalars                 : 24
  total                   : 91,096,024
Estimated FLOPs per token: 4.443398e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011433 | lrm: 1.00 | dt: 792ms | tok/sec: 82,782 | mfu: 3.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.895565 | lrm: 1.00 | dt: 659ms | tok/sec: 99,457 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.522554 | lrm: 1.00 | dt: 659ms | tok/sec: 99,481 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.119595 | lrm: 1.00 | dt: 659ms | tok/sec: 99,497 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.777483 | lrm: 1.00 | dt: 659ms | tok/sec: 99,499 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.468827 | lrm: 1.00 | dt: 659ms | tok/sec: 99,502 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.215069 | lrm: 1.00 | dt: 657ms | tok/sec: 99,716 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.015522 | lrm: 1.00 | dt: 657ms | tok/sec: 99,812 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.841698 | lrm: 1.00 | dt: 657ms | tok/sec: 99,809 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.698091 | lrm: 1.00 | dt: 657ms | tok/sec: 99,790 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.571803 | lrm: 1.00 | dt: 656ms | tok/sec: 99,831 | mfu: 4.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.465797 | lrm: 1.00 | dt: 657ms | tok/sec: 99,793 | mfu: 4.5% | epoch: 1 | remaining: 299s    
step 00012 (0.2%) | loss: 6.382183 | lrm: 1.00 | dt: 657ms | tok/sec: 99,825 | mfu: 4.5% | epoch: 1 | remaining: 299s    
step 00013 (0.4%) | loss: 6.329188 | lrm: 1.00 | dt: 657ms | tok/sec: 99,797 | mfu: 4.5% | epoch: 1 | remaining: 298s    
step 00157 (32.1%) | loss: 3.920435 | lrm: 1.00 | dt: 659ms | tok/sec: 99,510 | mfu: 4.5% | epoch: 1 | remaining: 203s    
step 00158 (32.3%) | loss: 3.916589 | lrm: 1.00 | dt: 659ms | tok/sec: 99,499 | mfu: 4.5% | epoch: 1 | remaining: 202s    
step 00159 (32.5%) | loss: 3.914667 | lrm: 1.00 | dt: 658ms | tok/sec: 99,573 | mfu: 4.5% | epoch: 1 | remaining: 202s    
step 00160 (32.7%) | loss: 3.902275 | lrm: 1.00 | dt: 657ms | tok/sec: 99,806 | mfu: 4.5% | epoch: 1 | remaining: 201s    
step 00161 (33.0%) | loss: 3.885620 | lrm: 1.00 | dt: 657ms | tok/sec: 99,826 | mfu: 4.5% | epoch: 1 | remaining: 200s    
step 00162 (33.2%) | loss: 3.884632 | lrm: 1.00 | dt: 657ms | tok/sec: 99,779 | mfu: 4.5% | epoch: 1 | remaining: 200s    
step 00163 (33.4%) | loss: 3.878300 | lrm: 1.00 | dt: 657ms | tok/sec: 99,758 | mfu: 4.5% | epoch: 1 | remaining: 199s    
step 00164 (33.6%) | loss: 3.857954 | lrm: 1.00 | dt: 657ms | tok/sec: 99,730 | mfu: 4.5% | epoch: 1 | remaining: 198s    
step 00165 (33.8%) | loss: 3.861469 | lrm: 1.00 | dt: 657ms | tok/sec: 99,795 | mfu: 4.5% | epoch: 1 | remaining: 198s    
step 00166 (34.1%) | loss: 3.842119 | lrm: 1.00 | dt: 657ms | tok/sec: 99,817 | mfu: 4.5% | epoch: 1 | remaining: 197s    
step 00167 (34.3%) | loss: 3.836930 | lrm: 1.00 | dt: 657ms | tok/sec: 99,814 | mfu: 4.5% | epoch: 1 | remaining: 197s    
step 00168 (34.5%) | loss: 3.839689 | lrm: 1.00 | dt: 657ms | tok/sec: 99,813 | mfu: 4.5% | epoch: 1 | remaining: 196s    
step 00169 (34.7%) | loss: 3.830634 | lrm: 1.00 | dt: 657ms | tok/sec: 99,800 | mfu: 4.5% | epoch: 1 | remaining: 195s    
step 00170 (34.9%) | loss: 3.835070 | lrm: 1.00 | dt: 656ms | tok/sec: 99,830 | mfu: 4.5% | epoch: 1 | remaining: 195s    
step 00171 (35.2%) | loss: 3.834075 | lrm: 1.00 | dt: 657ms | tok/sec: 99,817 | mfu: 4.5% | epoch: 1 | remaining: 194s    
step 00172 (35.4%) | loss: 3.830095 | lrm: 1.00 | dt: 657ms | tok/sec: 99,808 | mfu: 4.5% | epoch: 1 | remaining: 193s    
step 00173 (35.6%) | loss: 3.812582 | lrm: 1.00 | dt: 657ms | tok/sec: 99,750 | mfu: 4.5% | epoch: 1 | remaining: 193s    
step 00174 (35.8%) | loss: 3.819734 | lrm: 1.00 | dt: 657ms | tok/sec: 99,792 | mfu: 4.5% | epoch: 1 | remaining: 192s    
step 00175 (36.0%) | loss: 3.805048 | lrm: 1.00 | dt: 657ms | tok/sec: 99,790 | mfu: 4.5% | epoch: 1 | remaining: 191s    
step 00176 (36.2%) | loss: 3.813720 | lrm: 1.00 | dt: 698ms | tok/sec: 93,903 | mfu: 4.2% | epoch: 1 | remaining: 191s    
step 00177 (36.5%) | loss: 3.805274 | lrm: 1.00 | dt: 658ms | tok/sec: 99,601 | mfu: 4.5% | epoch: 1 | remaining: 190s    
step 00178 (36.7%) | loss: 3.809520 | lrm: 1.00 | dt: 657ms | tok/sec: 99,785 | mfu: 4.5% | epoch: 1 | remaining: 189s    
step 00179 (36.9%) | loss: 3.809813 | lrm: 1.00 | dt: 657ms | tok/sec: 99,770 | mfu: 4.5% | epoch: 1 | remaining: 189s    
step 00180 (37.1%) | loss: 3.803004 | lrm: 1.00 | dt: 657ms | tok/sec: 99,787 | mfu: 4.5% | epoch: 1 | remaining: 188s    
step 00181 (37.4%) | loss: 3.790744 | lrm: 1.00 | dt: 657ms | tok/sec: 99,800 | mfu: 4.5% | epoch: 1 | remaining: 187s    
step 00182 (37.6%) | loss: 3.792943 | lrm: 1.00 | dt: 657ms | tok/sec: 99,815 | mfu: 4.5% | epoch: 1 | remaining: 187s    
step 00183 (37.8%) | loss: 3.797570 | lrm: 1.00 | dt: 657ms | tok/sec: 99,728 | mfu: 4.5% | epoch: 1 | remaining: 186s    
step 00184 (38.0%) | loss: 3.770436 | lrm: 1.00 | dt: 657ms | tok/sec: 99,766 | mfu: 4.5% | epoch: 1 | remaining: 185s    
step 00185 (38.2%) | loss: 3.762087 | lrm: 1.00 | dt: 657ms | tok/sec: 99,809 | mfu: 4.5% | epoch: 1 | remaining: 185s    
step 00186 (38.5%) | loss: 3.766742 | lrm: 1.00 | dt: 657ms | tok/sec: 99,813 | mfu: 4.5% | epoch: 1 | remaining: 184s    
step 00187 (38.7%) | loss: 3.771501 | lrm: 1.00 | dt: 656ms | tok/sec: 99,827 | mfu: 4.5% | epoch: 1 | remaining: 183s    
step 00188 (38.9%) | loss: 3.762403 | lrm: 1.00 | dt: 657ms | tok/sec: 99,808 | mfu: 4.5% | epoch: 1 | remaining: 183s    
step 00189 (39.1%) | loss: 3.785860 | lrm: 1.00 | dt: 657ms | tok/sec: 99,818 | mfu: 4.5% | epoch: 1 | remaining: 182s    
step 00190 (39.3%) | loss: 3.783129 | lrm: 1.00 | dt: 657ms | tok/sec: 99,821 | mfu: 4.5% | epoch: 1 | remaining: 181s    
step 00191 (39.5%) | loss: 3.776600 | lrm: 1.00 | dt: 657ms | tok/sec: 99,811 | mfu: 4.5% | epoch: 1 | remaining: 181s    
step 00192 (39.8%) | loss: 3.791731 | lrm: 1.00 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 180s    
step 00193 (40.0%) | loss: 3.815429 | lrm: 1.00 | dt: 657ms | tok/sec: 99,787 | mfu: 4.5% | epoch: 1 | remaining: 179s    
step 00194 (40.2%) | loss: 3.815014 | lrm: 1.00 | dt: 657ms | tok/sec: 99,716 | mfu: 4.5% | epoch: 1 | remaining: 179s    
step 00195 (40.4%) | loss: 3.819778 | lrm: 1.00 | dt: 657ms | tok/sec: 99,738 | mfu: 4.5% | epoch: 1 | remaining: 178s    
step 00196 (40.6%) | loss: 3.803967 | lrm: 1.00 | dt: 657ms | tok/sec: 99,776 | mfu: 4.5% | epoch: 1 | remaining: 177s    
step 00197 (40.9%) | loss: 3.807405 | lrm: 1.00 | dt: 657ms | tok/sec: 99,806 | mfu: 4.5% | epoch: 1 | remaining: 177s    
step 00198 (41.1%) | loss: 3.811276 | lrm: 1.00 | dt: 657ms | tok/sec: 99,787 | mfu: 4.5% | epoch: 1 | remaining: 176s    
step 00199 (41.3%) | loss: 3.785995 | lrm: 1.00 | dt: 657ms | tok/sec: 99,793 | mfu: 4.5% | epoch: 1 | remaining: 175s    
step 00200 (41.5%) | loss: 3.785403 | lrm: 1.00 | dt: 657ms | tok/sec: 99,775 | mfu: 4.5% | epoch: 1 | remaining: 175s    
step 00201 (41.7%) | loss: 3.779138 | lrm: 1.00 | dt: 657ms | tok/sec: 99,800 | mfu: 4.5% | epoch: 1 | remaining: 174s    
step 00202 (42.0%) | loss: 3.786533 | lrm: 1.00 | dt: 657ms | tok/sec: 99,787 | mfu: 4.5% | epoch: 1 | remaining: 173s    
step 00203 (42.2%) | loss: 3.800559 | lrm: 1.00 | dt: 706ms | tok/sec: 92,781 | mfu: 4.2% | epoch: 1 | remaining: 173s    
step 00204 (42.4%) | loss: 3.812708 | lrm: 1.00 | dt: 658ms | tok/sec: 99,598 | mfu: 4.5% | epoch: 1 | remaining: 172s    
step 00205 (42.6%) | loss: 3.820777 | lrm: 1.00 | dt: 657ms | tok/sec: 99,754 | mfu: 4.5% | epoch: 1 | remaining: 171s    
step 00206 (42.8%) | loss: 3.821494 | lrm: 1.00 | dt: 656ms | tok/sec: 99,830 | mfu: 4.5% | epoch: 1 | remaining: 171s    
step 00207 (43.1%) | loss: 3.832745 | lrm: 1.00 | dt: 656ms | tok/sec: 99,829 | mfu: 4.5% | epoch: 1 | remaining: 170s    
step 00208 (43.3%) | loss: 3.843296 | lrm: 1.00 | dt: 657ms | tok/sec: 99,804 | mfu: 4.5% | epoch: 1 | remaining: 169s    
step 00209 (43.5%) | loss: 3.841370 | lrm: 1.00 | dt: 657ms | tok/sec: 99,736 | mfu: 4.5% | epoch: 1 | remaining: 169s    
step 00210 (43.7%) | loss: 3.831303 | lrm: 1.00 | dt: 657ms | tok/sec: 99,681 | mfu: 4.5% | epoch: 1 | remaining: 168s    
step 00211 (43.9%) | loss: 3.814170 | lrm: 1.00 | dt: 657ms | tok/sec: 99,776 | mfu: 4.5% | epoch: 1 | remaining: 168s    
step 00212 (44.2%) | loss: 3.788847 | lrm: 1.00 | dt: 657ms | tok/sec: 99,796 | mfu: 4.5% | epoch: 1 | remaining: 167s    
step 00213 (44.4%) | loss: 3.799239 | lrm: 1.00 | dt: 657ms | tok/sec: 99,801 | mfu: 4.5% | epoch: 1 | remaining: 166s    
step 00214 (44.6%) | loss: 3.797909 | lrm: 1.00 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 166s    
step 00215 (44.8%) | loss: 3.783141 | lrm: 1.00 | dt: 657ms | tok/sec: 99,811 | mfu: 4.5% | epoch: 1 | remaining: 165s    
step 00216 (45.0%) | loss: 3.749384 | lrm: 1.00 | dt: 657ms | tok/sec: 99,764 | mfu: 4.5% | epoch: 1 | remaining: 164s    
step 00217 (45.3%) | loss: 3.746520 | lrm: 1.00 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 164s    
step 00218 (45.5%) | loss: 3.734406 | lrm: 1.00 | dt: 657ms | tok/sec: 99,820 | mfu: 4.5% | epoch: 1 | remaining: 163s    
step 00219 (45.7%) | loss: 3.725984 | lrm: 1.00 | dt: 657ms | tok/sec: 99,825 | mfu: 4.5% | epoch: 1 | remaining: 162s    
step 00220 (45.9%) | loss: 3.733214 | lrm: 1.00 | dt: 657ms | tok/sec: 99,797 | mfu: 4.5% | epoch: 1 | remaining: 162s    
step 00221 (46.1%) | loss: 3.746710 | lrm: 1.00 | dt: 657ms | tok/sec: 99,808 | mfu: 4.5% | epoch: 1 | remaining: 161s    
step 00222 (46.3%) | loss: 3.760796 | lrm: 1.00 | dt: 657ms | tok/sec: 99,812 | mfu: 4.5% | epoch: 1 | remaining: 160s    
step 00223 (46.6%) | loss: 3.744994 | lrm: 1.00 | dt: 657ms | tok/sec: 99,804 | mfu: 4.5% | epoch: 1 | remaining: 160s    
step 00224 (46.8%) | loss: 3.757153 | lrm: 1.00 | dt: 657ms | tok/sec: 99,756 | mfu: 4.5% | epoch: 1 | remaining: 159s    
step 00225 (47.0%) | loss: 3.764716 | lrm: 1.00 | dt: 657ms | tok/sec: 99,747 | mfu: 4.5% | epoch: 1 | remaining: 158s    
step 00226 (47.2%) | loss: 3.762388 | lrm: 1.00 | dt: 657ms | tok/sec: 99,753 | mfu: 4.5% | epoch: 1 | remaining: 158s    
step 00227 (47.4%) | loss: 3.770446 | lrm: 1.00 | dt: 657ms | tok/sec: 99,785 | mfu: 4.5% | epoch: 1 | remaining: 157s    
step 00228 (47.7%) | loss: 3.770401 | lrm: 1.00 | dt: 657ms | tok/sec: 99,758 | mfu: 4.5% | epoch: 1 | remaining: 156s    
step 00229 (47.9%) | loss: 3.765641 | lrm: 1.00 | dt: 669ms | tok/sec: 97,984 | mfu: 4.4% | epoch: 1 | remaining: 156s    
step 00230 (48.1%) | loss: 3.757165 | lrm: 1.00 | dt: 700ms | tok/sec: 93,669 | mfu: 4.2% | epoch: 1 | remaining: 155s    
step 00231 (48.3%) | loss: 3.755676 | lrm: 1.00 | dt: 658ms | tok/sec: 99,643 | mfu: 4.5% | epoch: 1 | remaining: 154s    
step 00232 (48.6%) | loss: 3.770573 | lrm: 1.00 | dt: 657ms | tok/sec: 99,806 | mfu: 4.5% | epoch: 1 | remaining: 154s    
step 00233 (48.8%) | loss: 3.766792 | lrm: 1.00 | dt: 657ms | tok/sec: 99,815 | mfu: 4.5% | epoch: 1 | remaining: 153s    
step 00234 (49.0%) | loss: 3.763120 | lrm: 1.00 | dt: 657ms | tok/sec: 99,800 | mfu: 4.5% | epoch: 1 | remaining: 152s    
step 00235 (49.2%) | loss: 3.743548 | lrm: 1.00 | dt: 657ms | tok/sec: 99,794 | mfu: 4.5% | epoch: 1 | remaining: 152s    
step 00236 (49.4%) | loss: 3.732322 | lrm: 1.00 | dt: 657ms | tok/sec: 99,789 | mfu: 4.5% | epoch: 1 | remaining: 151s    
step 00237 (49.7%) | loss: 3.725955 | lrm: 1.00 | dt: 657ms | tok/sec: 99,798 | mfu: 4.5% | epoch: 1 | remaining: 150s    
step 00238 (49.9%) | loss: 3.749327 | lrm: 1.00 | dt: 657ms | tok/sec: 99,757 | mfu: 4.5% | epoch: 1 | remaining: 150s    
step 00239 (50.1%) | loss: 3.755304 | lrm: 1.00 | dt: 657ms | tok/sec: 99,782 | mfu: 4.5% | epoch: 1 | remaining: 149s    
step 00240 (50.3%) | loss: 3.772097 | lrm: 0.99 | dt: 657ms | tok/sec: 99,775 | mfu: 4.5% | epoch: 1 | remaining: 148s    
step 00241 (50.5%) | loss: 3.772039 | lrm: 0.99 | dt: 657ms | tok/sec: 99,803 | mfu: 4.5% | epoch: 1 | remaining: 148s    
step 00242 (50.7%) | loss: 3.775376 | lrm: 0.99 | dt: 657ms | tok/sec: 99,810 | mfu: 4.5% | epoch: 1 | remaining: 147s    
step 00243 (51.0%) | loss: 3.764658 | lrm: 0.98 | dt: 657ms | tok/sec: 99,812 | mfu: 4.5% | epoch: 1 | remaining: 146s    
step 00244 (51.2%) | loss: 3.741431 | lrm: 0.98 | dt: 657ms | tok/sec: 99,805 | mfu: 4.5% | epoch: 1 | remaining: 146s    
step 00245 (51.4%) | loss: 3.731285 | lrm: 0.97 | dt: 657ms | tok/sec: 99,809 | mfu: 4.5% | epoch: 1 | remaining: 145s    
step 00246 (51.6%) | loss: 3.719314 | lrm: 0.97 | dt: 657ms | tok/sec: 99,800 | mfu: 4.5% | epoch: 1 | remaining: 144s    
step 00247 (51.8%) | loss: 3.705664 | lrm: 0.96 | dt: 657ms | tok/sec: 99,798 | mfu: 4.5% | epoch: 1 | remaining: 144s    
step 00248 (52.1%) | loss: 3.711356 | lrm: 0.96 | dt: 657ms | tok/sec: 99,816 | mfu: 4.5% | epoch: 1 | remaining: 143s    
step 00249 (52.3%) | loss: 3.691203 | lrm: 0.95 | dt: 657ms | tok/sec: 99,790 | mfu: 4.5% | epoch: 1 | remaining: 143s    
step 00250 (52.5%) | loss: 3.700443 | lrm: 0.95 | dt: 657ms | tok/sec: 99,812 | mfu: 4.5% | epoch: 1 | remaining: 142s    
step 00251 (52.7%) | loss: 3.688940 | lrm: 0.95 | dt: 657ms | tok/sec: 99,821 | mfu: 4.5% | epoch: 1 | remaining: 141s    
step 00252 (52.9%) | loss: 3.666538 | lrm: 0.94 | dt: 657ms | tok/sec: 99,791 | mfu: 4.5% | epoch: 1 | remaining: 141s    
step 00253 (53.2%) | loss: 3.672807 | lrm: 0.94 | dt: 657ms | tok/sec: 99,789 | mfu: 4.5% | epoch: 1 | remaining: 140s    
step 00254 (53.4%) | loss: 3.691688 | lrm: 0.93 | dt: 657ms | tok/sec: 99,767 | mfu: 4.5% | epoch: 1 | remaining: 139s    
step 00255 (53.6%) | loss: 3.697202 | lrm: 0.93 | dt: 657ms | tok/sec: 99,754 | mfu: 4.5% | epoch: 1 | remaining: 139s    
step 00256 (53.8%) | loss: 3.689671 | lrm: 0.92 | dt: 685ms | tok/sec: 95,635 | mfu: 4.3% | epoch: 1 | remaining: 138s    
step 00257 (54.0%) | loss: 3.700839 | lrm: 0.92 | dt: 687ms | tok/sec: 95,458 | mfu: 4.3% | epoch: 1 | remaining: 137s    
step 00258 (54.3%) | loss: 3.696472 | lrm: 0.91 | dt: 657ms | tok/sec: 99,722 | mfu: 4.5% | epoch: 1 | remaining: 137s    
step 00259 (54.5%) | loss: 3.675420 | lrm: 0.91 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 136s    
step 00260 (54.7%) | loss: 3.666142 | lrm: 0.91 | dt: 657ms | tok/sec: 99,756 | mfu: 4.5% | epoch: 1 | remaining: 135s    
step 00261 (54.9%) | loss: 3.689135 | lrm: 0.90 | dt: 657ms | tok/sec: 99,799 | mfu: 4.5% | epoch: 1 | remaining: 135s    
step 00262 (55.1%) | loss: 3.687560 | lrm: 0.90 | dt: 657ms | tok/sec: 99,802 | mfu: 4.5% | epoch: 1 | remaining: 134s    
step 00263 (55.4%) | loss: 3.696408 | lrm: 0.89 | dt: 657ms | tok/sec: 99,798 | mfu: 4.5% | epoch: 1 | remaining: 133s    
step 00264 (55.6%) | loss: 3.690195 | lrm: 0.89 | dt: 657ms | tok/sec: 99,806 | mfu: 4.5% | epoch: 1 | remaining: 133s    
step 00265 (55.8%) | loss: 3.680767 | lrm: 0.88 | dt: 657ms | tok/sec: 99,794 | mfu: 4.5% | epoch: 1 | remaining: 132s    
step 00266 (56.0%) | loss: 3.673414 | lrm: 0.88 | dt: 657ms | tok/sec: 99,798 | mfu: 4.5% | epoch: 1 | remaining: 131s    
step 00267 (56.2%) | loss: 3.677602 | lrm: 0.88 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 131s    
step 00268 (56.5%) | loss: 3.662866 | lrm: 0.87 | dt: 657ms | tok/sec: 99,804 | mfu: 4.5% | epoch: 1 | remaining: 130s    
step 00269 (56.7%) | loss: 3.677054 | lrm: 0.87 | dt: 657ms | tok/sec: 99,786 | mfu: 4.5% | epoch: 1 | remaining: 129s    
step 00270 (56.9%) | loss: 3.694394 | lrm: 0.86 | dt: 657ms | tok/sec: 99,760 | mfu: 4.5% | epoch: 1 | remaining: 129s    
step 00271 (57.1%) | loss: 3.692021 | lrm: 0.86 | dt: 657ms | tok/sec: 99,723 | mfu: 4.5% | epoch: 1 | remaining: 128s    
step 00272 (57.3%) | loss: 3.695796 | lrm: 0.85 | dt: 657ms | tok/sec: 99,812 | mfu: 4.5% | epoch: 1 | remaining: 127s    
step 00273 (57.6%) | loss: 3.686298 | lrm: 0.85 | dt: 657ms | tok/sec: 99,777 | mfu: 4.5% | epoch: 1 | remaining: 127s    
step 00274 (57.8%) | loss: 3.697714 | lrm: 0.84 | dt: 657ms | tok/sec: 99,806 | mfu: 4.5% | epoch: 1 | remaining: 126s    
step 00275 (58.0%) | loss: 3.648239 | lrm: 0.84 | dt: 657ms | tok/sec: 99,777 | mfu: 4.5% | epoch: 1 | remaining: 125s    
step 00276 (58.2%) | loss: 3.620760 | lrm: 0.84 | dt: 657ms | tok/sec: 99,789 | mfu: 4.5% | epoch: 1 | remaining: 125s    
step 00277 (58.4%) | loss: 3.625322 | lrm: 0.83 | dt: 657ms | tok/sec: 99,799 | mfu: 4.5% | epoch: 1 | remaining: 124s    
step 00278 (58.6%) | loss: 3.629669 | lrm: 0.83 | dt: 657ms | tok/sec: 99,805 | mfu: 4.5% | epoch: 1 | remaining: 123s    
step 00279 (58.9%) | loss: 3.624172 | lrm: 0.82 | dt: 657ms | tok/sec: 99,805 | mfu: 4.5% | epoch: 1 | remaining: 123s    
step 00280 (59.1%) | loss: 3.615643 | lrm: 0.82 | dt: 657ms | tok/sec: 99,794 | mfu: 4.5% | epoch: 1 | remaining: 122s    
step 00281 (59.3%) | loss: 3.603285 | lrm: 0.81 | dt: 657ms | tok/sec: 99,750 | mfu: 4.5% | epoch: 1 | remaining: 121s    
step 00282 (59.5%) | loss: 3.625640 | lrm: 0.81 | dt: 657ms | tok/sec: 99,776 | mfu: 4.5% | epoch: 1 | remaining: 121s    
step 00283 (59.7%) | loss: 3.640274 | lrm: 0.81 | dt: 713ms | tok/sec: 91,858 | mfu: 4.1% | epoch: 1 | remaining: 120s    
step 00284 (60.0%) | loss: 3.656327 | lrm: 0.80 | dt: 658ms | tok/sec: 99,600 | mfu: 4.5% | epoch: 1 | remaining: 119s    
step 00285 (60.2%) | loss: 3.672806 | lrm: 0.80 | dt: 657ms | tok/sec: 99,718 | mfu: 4.5% | epoch: 1 | remaining: 119s    
step 00286 (60.4%) | loss: 3.670570 | lrm: 0.79 | dt: 657ms | tok/sec: 99,768 | mfu: 4.5% | epoch: 1 | remaining: 118s    
step 00287 (60.6%) | loss: 3.659474 | lrm: 0.79 | dt: 657ms | tok/sec: 99,766 | mfu: 4.5% | epoch: 1 | remaining: 117s    
step 00288 (60.9%) | loss: 3.649658 | lrm: 0.78 | dt: 657ms | tok/sec: 99,801 | mfu: 4.5% | epoch: 1 | remaining: 117s    
step 00289 (61.1%) | loss: 3.644434 | lrm: 0.78 | dt: 657ms | tok/sec: 99,806 | mfu: 4.5% | epoch: 1 | remaining: 116s    
step 00290 (61.3%) | loss: 3.647636 | lrm: 0.77 | dt: 657ms | tok/sec: 99,806 | mfu: 4.5% | epoch: 1 | remaining: 115s    
step 00291 (61.5%) | loss: 3.651429 | lrm: 0.77 | dt: 657ms | tok/sec: 99,807 | mfu: 4.5% | epoch: 1 | remaining: 115s    
step 00292 (61.7%) | loss: 3.644516 | lrm: 0.77 | dt: 657ms | tok/sec: 99,760 | mfu: 4.5% | epoch: 1 | remaining: 114s    
step 00293 (61.9%) | loss: 3.633512 | lrm: 0.76 | dt: 657ms | tok/sec: 99,792 | mfu: 4.5% | epoch: 1 | remaining: 113s    
step 00294 (62.2%) | loss: 3.622932 | lrm: 0.76 | dt: 657ms | tok/sec: 99,818 | mfu: 4.5% | epoch: 1 | remaining: 113s    
step 00295 (62.4%) | loss: 3.601184 | lrm: 0.75 | dt: 657ms | tok/sec: 99,811 | mfu: 4.5% | epoch: 1 | remaining: 112s    
step 00296 (62.6%) | loss: 3.606891 | lrm: 0.75 | dt: 657ms | tok/sec: 99,810 | mfu: 4.5% | epoch: 1 | remaining: 112s    
step 00297 (62.8%) | loss: 3.616560 | lrm: 0.74 | dt: 657ms | tok/sec: 99,808 | mfu: 4.5% | epoch: 1 | remaining: 111s    
step 00298 (63.0%) | loss: 3.611991 | lrm: 0.74 | dt: 657ms | tok/sec: 99,790 | mfu: 4.5% | epoch: 1 | remaining: 110s    
step 00299 (63.3%) | loss: 3.617511 | lrm: 0.73 | dt: 657ms | tok/sec: 99,801 | mfu: 4.5% | epoch: 1 | remaining: 110s    
step 00300 (63.5%) | loss: 3.610182 | lrm: 0.73 | dt: 657ms | tok/sec: 99,762 | mfu: 4.5% | epoch: 1 | remaining: 109s    
step 00301 (63.7%) | loss: 3.621478 | lrm: 0.73 | dt: 657ms | tok/sec: 99,779 | mfu: 4.5% | epoch: 1 | remaining: 108s    
step 00302 (63.9%) | loss: 3.616547 | lrm: 0.72 | dt: 657ms | tok/sec: 99,790 | mfu: 4.5% | epoch: 1 | remaining: 108s    
step 00303 (64.1%) | loss: 3.625000 | lrm: 0.72 | dt: 657ms | tok/sec: 99,754 | mfu: 4.5% | epoch: 1 | remaining: 107s    
step 00304 (64.4%) | loss: 3.624563 | lrm: 0.71 | dt: 657ms | tok/sec: 99,810 | mfu: 4.5% | epoch: 1 | remaining: 106s    
step 00305 (64.6%) | loss: 3.611577 | lrm: 0.71 | dt: 657ms | tok/sec: 99,796 | mfu: 4.5% | epoch: 1 | remaining: 106s    
step 00306 (64.8%) | loss: 3.608682 | lrm: 0.70 | dt: 657ms | tok/sec: 99,784 | mfu: 4.5% | epoch: 1 | remaining: 105s    
step 00307 (65.0%) | loss: 3.615739 | lrm: 0.70 | dt: 657ms | tok/sec: 99,790 | mfu: 4.5% | epoch: 1 | remaining: 104s    
step 00308 (65.2%) | loss: 3.615376 | lrm: 0.70 | dt: 657ms | tok/sec: 99,779 | mfu: 4.5% | epoch: 1 | remaining: 104s    
step 00309 (65.5%) | loss: 3.593239 | lrm: 0.69 | dt: 668ms | tok/sec: 98,079 | mfu: 4.4% | epoch: 1 | remaining: 103s    
step 00310 (65.7%) | loss: 3.605030 | lrm: 0.69 | dt: 701ms | tok/sec: 93,522 | mfu: 4.2% | epoch: 1 | remaining: 102s    
step 00311 (65.9%) | loss: 3.592509 | lrm: 0.68 | dt: 658ms | tok/sec: 99,669 | mfu: 4.5% | epoch: 1 | remaining: 102s    
step 00312 (66.1%) | loss: 3.593897 | lrm: 0.68 | dt: 657ms | tok/sec: 99,800 | mfu: 4.5% | epoch: 1 | remaining: 101s    
step 00313 (66.3%) | loss: 3.594133 | lrm: 0.67 | dt: 657ms | tok/sec: 99,799 | mfu: 4.5% | epoch: 1 | remaining: 100s    
step 00314 (66.6%) | loss: 3.585187 | lrm: 0.67 | dt: 657ms | tok/sec: 99,775 | mfu: 4.5% | epoch: 1 | remaining: 100s    
step 00315 (66.8%) | loss: 3.577765 | lrm: 0.66 | dt: 657ms | tok/sec: 99,779 | mfu: 4.5% | epoch: 1 | remaining: 99s    
