Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 31,457,280
  lm_head                 : 5,242,880
  transformer_matrices    : 58,983,360
  scalars                 : 24
  total                   : 100,926,424
Estimated FLOPs per token: 5.033222e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011059 | lrm: 1.00 | dt: 860ms | tok/sec: 76,169 | mfu: 3.9% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.892312 | lrm: 1.00 | dt: 750ms | tok/sec: 87,370 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.534499 | lrm: 1.00 | dt: 750ms | tok/sec: 87,371 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.111837 | lrm: 1.00 | dt: 750ms | tok/sec: 87,355 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.751988 | lrm: 1.00 | dt: 800ms | tok/sec: 81,901 | mfu: 4.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.449299 | lrm: 1.00 | dt: 751ms | tok/sec: 87,230 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.210782 | lrm: 1.00 | dt: 751ms | tok/sec: 87,217 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.016869 | lrm: 1.00 | dt: 753ms | tok/sec: 87,090 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.850845 | lrm: 1.00 | dt: 753ms | tok/sec: 87,069 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.705286 | lrm: 1.00 | dt: 752ms | tok/sec: 87,094 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.580392 | lrm: 1.00 | dt: 753ms | tok/sec: 87,071 | mfu: 4.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.477669 | lrm: 1.00 | dt: 753ms | tok/sec: 87,027 | mfu: 4.4% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 6.388392 | lrm: 1.00 | dt: 753ms | tok/sec: 87,030 | mfu: 4.4% | epoch: 1 | remaining: 298s    
step 00013 (0.5%) | loss: 6.321155 | lrm: 1.00 | dt: 753ms | tok/sec: 87,055 | mfu: 4.4% | epoch: 1 | remaining: 298s    
step 00156 (36.5%) | loss: 3.921581 | lrm: 1.00 | dt: 753ms | tok/sec: 87,005 | mfu: 4.4% | epoch: 1 | remaining: 190s    
step 00157 (36.8%) | loss: 3.923292 | lrm: 1.00 | dt: 753ms | tok/sec: 86,975 | mfu: 4.4% | epoch: 1 | remaining: 189s    
step 00158 (37.0%) | loss: 3.923368 | lrm: 1.00 | dt: 754ms | tok/sec: 86,954 | mfu: 4.4% | epoch: 1 | remaining: 188s    
step 00159 (37.3%) | loss: 3.920552 | lrm: 1.00 | dt: 753ms | tok/sec: 87,009 | mfu: 4.4% | epoch: 1 | remaining: 187s    
step 00160 (37.5%) | loss: 3.916058 | lrm: 1.00 | dt: 753ms | tok/sec: 86,993 | mfu: 4.4% | epoch: 1 | remaining: 187s    
step 00161 (37.8%) | loss: 3.902190 | lrm: 1.00 | dt: 753ms | tok/sec: 86,989 | mfu: 4.4% | epoch: 1 | remaining: 186s    
step 00162 (38.0%) | loss: 3.898237 | lrm: 1.00 | dt: 753ms | tok/sec: 87,011 | mfu: 4.4% | epoch: 1 | remaining: 185s    
step 00163 (38.3%) | loss: 3.895381 | lrm: 1.00 | dt: 753ms | tok/sec: 87,018 | mfu: 4.4% | epoch: 1 | remaining: 184s    
step 00164 (38.5%) | loss: 3.882871 | lrm: 1.00 | dt: 753ms | tok/sec: 87,011 | mfu: 4.4% | epoch: 1 | remaining: 184s    
step 00165 (38.8%) | loss: 3.879357 | lrm: 1.00 | dt: 753ms | tok/sec: 86,991 | mfu: 4.4% | epoch: 1 | remaining: 183s    
step 00166 (39.0%) | loss: 3.863300 | lrm: 1.00 | dt: 782ms | tok/sec: 83,817 | mfu: 4.3% | epoch: 1 | remaining: 182s    
step 00167 (39.3%) | loss: 3.857264 | lrm: 1.00 | dt: 783ms | tok/sec: 83,704 | mfu: 4.3% | epoch: 1 | remaining: 181s    
step 00168 (39.5%) | loss: 3.861020 | lrm: 1.00 | dt: 754ms | tok/sec: 86,888 | mfu: 4.4% | epoch: 1 | remaining: 181s    
step 00169 (39.8%) | loss: 3.857853 | lrm: 1.00 | dt: 753ms | tok/sec: 87,005 | mfu: 4.4% | epoch: 1 | remaining: 180s    
step 00170 (40.0%) | loss: 3.874309 | lrm: 1.00 | dt: 754ms | tok/sec: 86,969 | mfu: 4.4% | epoch: 1 | remaining: 179s    
step 00171 (40.3%) | loss: 3.886099 | lrm: 1.00 | dt: 753ms | tok/sec: 86,994 | mfu: 4.4% | epoch: 1 | remaining: 178s    
step 00172 (40.5%) | loss: 3.877552 | lrm: 1.00 | dt: 753ms | tok/sec: 86,991 | mfu: 4.4% | epoch: 1 | remaining: 178s    
step 00173 (40.8%) | loss: 3.873413 | lrm: 1.00 | dt: 753ms | tok/sec: 87,009 | mfu: 4.4% | epoch: 1 | remaining: 177s    
step 00174 (41.1%) | loss: 3.876472 | lrm: 1.00 | dt: 753ms | tok/sec: 86,995 | mfu: 4.4% | epoch: 1 | remaining: 176s    
step 00175 (41.3%) | loss: 3.865810 | lrm: 1.00 | dt: 753ms | tok/sec: 86,987 | mfu: 4.4% | epoch: 1 | remaining: 175s    
step 00176 (41.6%) | loss: 3.868075 | lrm: 1.00 | dt: 753ms | tok/sec: 86,994 | mfu: 4.4% | epoch: 1 | remaining: 175s    
step 00177 (41.8%) | loss: 3.855144 | lrm: 1.00 | dt: 754ms | tok/sec: 86,962 | mfu: 4.4% | epoch: 1 | remaining: 174s    
step 00178 (42.1%) | loss: 3.856483 | lrm: 1.00 | dt: 753ms | tok/sec: 87,015 | mfu: 4.4% | epoch: 1 | remaining: 173s    
step 00179 (42.3%) | loss: 3.841152 | lrm: 1.00 | dt: 753ms | tok/sec: 87,000 | mfu: 4.4% | epoch: 1 | remaining: 172s    
step 00180 (42.6%) | loss: 3.827243 | lrm: 1.00 | dt: 753ms | tok/sec: 87,008 | mfu: 4.4% | epoch: 1 | remaining: 172s    
step 00181 (42.8%) | loss: 3.822390 | lrm: 1.00 | dt: 753ms | tok/sec: 87,002 | mfu: 4.4% | epoch: 1 | remaining: 171s    
step 00182 (43.1%) | loss: 3.824244 | lrm: 1.00 | dt: 753ms | tok/sec: 86,996 | mfu: 4.4% | epoch: 1 | remaining: 170s    
step 00183 (43.3%) | loss: 3.824871 | lrm: 1.00 | dt: 754ms | tok/sec: 86,967 | mfu: 4.4% | epoch: 1 | remaining: 169s    
step 00184 (43.6%) | loss: 3.823513 | lrm: 1.00 | dt: 753ms | tok/sec: 86,980 | mfu: 4.4% | epoch: 1 | remaining: 169s    
step 00185 (43.8%) | loss: 3.818661 | lrm: 1.00 | dt: 753ms | tok/sec: 86,978 | mfu: 4.4% | epoch: 1 | remaining: 168s    
step 00186 (44.1%) | loss: 3.823693 | lrm: 1.00 | dt: 753ms | tok/sec: 86,996 | mfu: 4.4% | epoch: 1 | remaining: 167s    
step 00187 (44.3%) | loss: 3.825781 | lrm: 1.00 | dt: 754ms | tok/sec: 86,967 | mfu: 4.4% | epoch: 1 | remaining: 166s    
step 00188 (44.6%) | loss: 3.825605 | lrm: 1.00 | dt: 753ms | tok/sec: 86,977 | mfu: 4.4% | epoch: 1 | remaining: 166s    
step 00189 (44.8%) | loss: 3.835914 | lrm: 1.00 | dt: 782ms | tok/sec: 83,767 | mfu: 4.3% | epoch: 1 | remaining: 165s    
step 00190 (45.1%) | loss: 3.829570 | lrm: 1.00 | dt: 784ms | tok/sec: 83,596 | mfu: 4.3% | epoch: 1 | remaining: 164s    
step 00191 (45.3%) | loss: 3.838359 | lrm: 1.00 | dt: 753ms | tok/sec: 86,995 | mfu: 4.4% | epoch: 1 | remaining: 163s    
step 00192 (45.6%) | loss: 3.840902 | lrm: 1.00 | dt: 753ms | tok/sec: 87,014 | mfu: 4.4% | epoch: 1 | remaining: 162s    
step 00193 (45.8%) | loss: 3.848793 | lrm: 1.00 | dt: 753ms | tok/sec: 87,013 | mfu: 4.4% | epoch: 1 | remaining: 162s    
step 00194 (46.1%) | loss: 3.838044 | lrm: 1.00 | dt: 753ms | tok/sec: 87,012 | mfu: 4.4% | epoch: 1 | remaining: 161s    
step 00195 (46.3%) | loss: 3.830705 | lrm: 1.00 | dt: 753ms | tok/sec: 87,000 | mfu: 4.4% | epoch: 1 | remaining: 160s    
step 00196 (46.6%) | loss: 3.816958 | lrm: 1.00 | dt: 754ms | tok/sec: 86,954 | mfu: 4.4% | epoch: 1 | remaining: 159s    
step 00197 (46.8%) | loss: 3.807070 | lrm: 1.00 | dt: 754ms | tok/sec: 86,974 | mfu: 4.4% | epoch: 1 | remaining: 159s    
step 00198 (47.1%) | loss: 3.802278 | lrm: 1.00 | dt: 753ms | tok/sec: 86,978 | mfu: 4.4% | epoch: 1 | remaining: 158s    
step 00199 (47.3%) | loss: 3.791422 | lrm: 1.00 | dt: 753ms | tok/sec: 86,990 | mfu: 4.4% | epoch: 1 | remaining: 157s    
step 00200 (47.6%) | loss: 3.793481 | lrm: 1.00 | dt: 753ms | tok/sec: 86,997 | mfu: 4.4% | epoch: 1 | remaining: 156s    
step 00201 (47.9%) | loss: 3.796917 | lrm: 1.00 | dt: 753ms | tok/sec: 87,002 | mfu: 4.4% | epoch: 1 | remaining: 156s    
step 00202 (48.1%) | loss: 3.796220 | lrm: 1.00 | dt: 753ms | tok/sec: 87,011 | mfu: 4.4% | epoch: 1 | remaining: 155s    
step 00203 (48.4%) | loss: 3.814773 | lrm: 1.00 | dt: 753ms | tok/sec: 87,000 | mfu: 4.4% | epoch: 1 | remaining: 154s    
step 00204 (48.6%) | loss: 3.815152 | lrm: 1.00 | dt: 753ms | tok/sec: 87,010 | mfu: 4.4% | epoch: 1 | remaining: 153s    
step 00205 (48.9%) | loss: 3.817241 | lrm: 1.00 | dt: 753ms | tok/sec: 87,010 | mfu: 4.4% | epoch: 1 | remaining: 153s    
step 00206 (49.1%) | loss: 3.810538 | lrm: 1.00 | dt: 754ms | tok/sec: 86,962 | mfu: 4.4% | epoch: 1 | remaining: 152s    
step 00207 (49.4%) | loss: 3.803399 | lrm: 1.00 | dt: 753ms | tok/sec: 86,983 | mfu: 4.4% | epoch: 1 | remaining: 151s    
step 00208 (49.6%) | loss: 3.811912 | lrm: 1.00 | dt: 753ms | tok/sec: 87,000 | mfu: 4.4% | epoch: 1 | remaining: 150s    
step 00209 (49.9%) | loss: 3.808200 | lrm: 1.00 | dt: 753ms | tok/sec: 87,002 | mfu: 4.4% | epoch: 1 | remaining: 150s    
step 00210 (50.1%) | loss: 3.803397 | lrm: 1.00 | dt: 754ms | tok/sec: 86,968 | mfu: 4.4% | epoch: 1 | remaining: 149s    
step 00211 (50.4%) | loss: 3.794219 | lrm: 0.99 | dt: 753ms | tok/sec: 86,975 | mfu: 4.4% | epoch: 1 | remaining: 148s    
step 00212 (50.6%) | loss: 3.784058 | lrm: 0.99 | dt: 778ms | tok/sec: 84,235 | mfu: 4.3% | epoch: 1 | remaining: 147s    
step 00213 (50.9%) | loss: 3.797059 | lrm: 0.98 | dt: 787ms | tok/sec: 83,311 | mfu: 4.2% | epoch: 1 | remaining: 147s    
step 00214 (51.1%) | loss: 3.790697 | lrm: 0.98 | dt: 754ms | tok/sec: 86,933 | mfu: 4.4% | epoch: 1 | remaining: 146s    
step 00215 (51.4%) | loss: 3.781402 | lrm: 0.97 | dt: 754ms | tok/sec: 86,975 | mfu: 4.4% | epoch: 1 | remaining: 145s    
step 00216 (51.6%) | loss: 3.761090 | lrm: 0.97 | dt: 753ms | tok/sec: 86,999 | mfu: 4.4% | epoch: 1 | remaining: 144s    
step 00217 (51.9%) | loss: 3.755056 | lrm: 0.96 | dt: 753ms | tok/sec: 87,003 | mfu: 4.4% | epoch: 1 | remaining: 144s    
step 00218 (52.1%) | loss: 3.744356 | lrm: 0.96 | dt: 753ms | tok/sec: 87,005 | mfu: 4.4% | epoch: 1 | remaining: 143s    
step 00219 (52.4%) | loss: 3.738752 | lrm: 0.95 | dt: 753ms | tok/sec: 87,004 | mfu: 4.4% | epoch: 1 | remaining: 142s    
step 00220 (52.6%) | loss: 3.735028 | lrm: 0.95 | dt: 753ms | tok/sec: 87,004 | mfu: 4.4% | epoch: 1 | remaining: 141s    
step 00221 (52.9%) | loss: 3.736911 | lrm: 0.94 | dt: 753ms | tok/sec: 87,014 | mfu: 4.4% | epoch: 1 | remaining: 141s    
step 00222 (53.1%) | loss: 3.742000 | lrm: 0.94 | dt: 753ms | tok/sec: 86,987 | mfu: 4.4% | epoch: 1 | remaining: 140s    
step 00223 (53.4%) | loss: 3.730778 | lrm: 0.93 | dt: 754ms | tok/sec: 86,970 | mfu: 4.4% | epoch: 1 | remaining: 139s    
step 00224 (53.6%) | loss: 3.747733 | lrm: 0.93 | dt: 754ms | tok/sec: 86,974 | mfu: 4.4% | epoch: 1 | remaining: 138s    
step 00225 (53.9%) | loss: 3.742880 | lrm: 0.92 | dt: 754ms | tok/sec: 86,947 | mfu: 4.4% | epoch: 1 | remaining: 138s    
step 00226 (54.1%) | loss: 3.746388 | lrm: 0.92 | dt: 753ms | tok/sec: 86,990 | mfu: 4.4% | epoch: 1 | remaining: 137s    
step 00227 (54.4%) | loss: 3.751792 | lrm: 0.91 | dt: 753ms | tok/sec: 86,986 | mfu: 4.4% | epoch: 1 | remaining: 136s    
step 00228 (54.7%) | loss: 3.747717 | lrm: 0.91 | dt: 753ms | tok/sec: 87,002 | mfu: 4.4% | epoch: 1 | remaining: 135s    
step 00229 (54.9%) | loss: 3.741026 | lrm: 0.90 | dt: 753ms | tok/sec: 86,998 | mfu: 4.4% | epoch: 1 | remaining: 135s    
step 00230 (55.2%) | loss: 3.735580 | lrm: 0.90 | dt: 753ms | tok/sec: 86,985 | mfu: 4.4% | epoch: 1 | remaining: 134s    
step 00231 (55.4%) | loss: 3.743455 | lrm: 0.89 | dt: 754ms | tok/sec: 86,973 | mfu: 4.4% | epoch: 1 | remaining: 133s    
step 00232 (55.7%) | loss: 3.751263 | lrm: 0.89 | dt: 753ms | tok/sec: 86,987 | mfu: 4.4% | epoch: 1 | remaining: 132s    
step 00233 (55.9%) | loss: 3.749054 | lrm: 0.88 | dt: 753ms | tok/sec: 86,992 | mfu: 4.4% | epoch: 1 | remaining: 132s    
step 00234 (56.2%) | loss: 3.739154 | lrm: 0.88 | dt: 754ms | tok/sec: 86,932 | mfu: 4.4% | epoch: 1 | remaining: 131s    
step 00235 (56.4%) | loss: 3.713368 | lrm: 0.87 | dt: 779ms | tok/sec: 84,102 | mfu: 4.3% | epoch: 1 | remaining: 130s    
step 00236 (56.7%) | loss: 3.702136 | lrm: 0.87 | dt: 784ms | tok/sec: 83,622 | mfu: 4.3% | epoch: 1 | remaining: 129s    
step 00237 (56.9%) | loss: 3.705244 | lrm: 0.86 | dt: 754ms | tok/sec: 86,915 | mfu: 4.4% | epoch: 1 | remaining: 128s    
step 00238 (57.2%) | loss: 3.717704 | lrm: 0.86 | dt: 753ms | tok/sec: 87,001 | mfu: 4.4% | epoch: 1 | remaining: 128s    
step 00239 (57.4%) | loss: 3.717627 | lrm: 0.85 | dt: 753ms | tok/sec: 87,002 | mfu: 4.4% | epoch: 1 | remaining: 127s    
step 00240 (57.7%) | loss: 3.726288 | lrm: 0.85 | dt: 753ms | tok/sec: 86,984 | mfu: 4.4% | epoch: 1 | remaining: 126s    
step 00241 (57.9%) | loss: 3.726084 | lrm: 0.84 | dt: 753ms | tok/sec: 86,996 | mfu: 4.4% | epoch: 1 | remaining: 125s    
step 00242 (58.2%) | loss: 3.722863 | lrm: 0.84 | dt: 753ms | tok/sec: 86,997 | mfu: 4.4% | epoch: 1 | remaining: 125s    
step 00243 (58.4%) | loss: 3.714738 | lrm: 0.83 | dt: 754ms | tok/sec: 86,956 | mfu: 4.4% | epoch: 1 | remaining: 124s    
step 00244 (58.7%) | loss: 3.687120 | lrm: 0.83 | dt: 753ms | tok/sec: 87,001 | mfu: 4.4% | epoch: 1 | remaining: 123s    
step 00245 (58.9%) | loss: 3.694516 | lrm: 0.82 | dt: 753ms | tok/sec: 87,005 | mfu: 4.4% | epoch: 1 | remaining: 122s    
step 00246 (59.2%) | loss: 3.697497 | lrm: 0.82 | dt: 753ms | tok/sec: 87,008 | mfu: 4.4% | epoch: 1 | remaining: 122s    
step 00247 (59.4%) | loss: 3.687868 | lrm: 0.81 | dt: 753ms | tok/sec: 87,012 | mfu: 4.4% | epoch: 1 | remaining: 121s    
step 00248 (59.7%) | loss: 3.684901 | lrm: 0.81 | dt: 753ms | tok/sec: 86,982 | mfu: 4.4% | epoch: 1 | remaining: 120s    
step 00249 (59.9%) | loss: 3.678124 | lrm: 0.80 | dt: 753ms | tok/sec: 86,987 | mfu: 4.4% | epoch: 1 | remaining: 119s    
step 00250 (60.2%) | loss: 3.678243 | lrm: 0.80 | dt: 753ms | tok/sec: 86,978 | mfu: 4.4% | epoch: 1 | remaining: 119s    
step 00251 (60.4%) | loss: 3.668212 | lrm: 0.79 | dt: 753ms | tok/sec: 86,990 | mfu: 4.4% | epoch: 1 | remaining: 118s    
step 00252 (60.7%) | loss: 3.665111 | lrm: 0.79 | dt: 753ms | tok/sec: 87,004 | mfu: 4.4% | epoch: 1 | remaining: 117s    
step 00253 (60.9%) | loss: 3.667179 | lrm: 0.78 | dt: 754ms | tok/sec: 86,954 | mfu: 4.4% | epoch: 1 | remaining: 116s    
step 00254 (61.2%) | loss: 3.676978 | lrm: 0.78 | dt: 753ms | tok/sec: 86,986 | mfu: 4.4% | epoch: 1 | remaining: 116s    
step 00255 (61.4%) | loss: 3.676005 | lrm: 0.77 | dt: 753ms | tok/sec: 86,993 | mfu: 4.4% | epoch: 1 | remaining: 115s    
step 00256 (61.7%) | loss: 3.666987 | lrm: 0.77 | dt: 753ms | tok/sec: 87,003 | mfu: 4.4% | epoch: 1 | remaining: 114s    
step 00257 (62.0%) | loss: 3.673269 | lrm: 0.76 | dt: 753ms | tok/sec: 87,008 | mfu: 4.4% | epoch: 1 | remaining: 113s    
step 00258 (62.2%) | loss: 3.663889 | lrm: 0.76 | dt: 757ms | tok/sec: 86,578 | mfu: 4.4% | epoch: 1 | remaining: 113s    
step 00259 (62.5%) | loss: 3.642957 | lrm: 0.75 | dt: 804ms | tok/sec: 81,494 | mfu: 4.1% | epoch: 1 | remaining: 112s    
step 00260 (62.7%) | loss: 3.642677 | lrm: 0.75 | dt: 754ms | tok/sec: 86,915 | mfu: 4.4% | epoch: 1 | remaining: 111s    
step 00261 (63.0%) | loss: 3.650890 | lrm: 0.74 | dt: 753ms | tok/sec: 86,989 | mfu: 4.4% | epoch: 1 | remaining: 110s    
step 00262 (63.2%) | loss: 3.640056 | lrm: 0.74 | dt: 754ms | tok/sec: 86,942 | mfu: 4.4% | epoch: 1 | remaining: 110s    
step 00263 (63.5%) | loss: 3.639555 | lrm: 0.73 | dt: 754ms | tok/sec: 86,959 | mfu: 4.4% | epoch: 1 | remaining: 109s    
step 00264 (63.7%) | loss: 3.643910 | lrm: 0.73 | dt: 754ms | tok/sec: 86,970 | mfu: 4.4% | epoch: 1 | remaining: 108s    
step 00265 (64.0%) | loss: 3.652564 | lrm: 0.72 | dt: 753ms | tok/sec: 86,994 | mfu: 4.4% | epoch: 1 | remaining: 107s    
step 00266 (64.2%) | loss: 3.653886 | lrm: 0.72 | dt: 753ms | tok/sec: 86,987 | mfu: 4.4% | epoch: 1 | remaining: 107s    
step 00267 (64.5%) | loss: 3.659844 | lrm: 0.71 | dt: 753ms | tok/sec: 86,978 | mfu: 4.4% | epoch: 1 | remaining: 106s    
step 00268 (64.7%) | loss: 3.652516 | lrm: 0.71 | dt: 753ms | tok/sec: 86,994 | mfu: 4.4% | epoch: 1 | remaining: 105s    
step 00269 (65.0%) | loss: 3.655589 | lrm: 0.70 | dt: 753ms | tok/sec: 86,986 | mfu: 4.4% | epoch: 1 | remaining: 104s    
step 00270 (65.2%) | loss: 3.657858 | lrm: 0.70 | dt: 753ms | tok/sec: 87,000 | mfu: 4.4% | epoch: 1 | remaining: 104s    
step 00271 (65.5%) | loss: 3.649049 | lrm: 0.69 | dt: 753ms | tok/sec: 86,996 | mfu: 4.4% | epoch: 1 | remaining: 103s    
step 00272 (65.7%) | loss: 3.644499 | lrm: 0.69 | dt: 754ms | tok/sec: 86,967 | mfu: 4.4% | epoch: 1 | remaining: 102s    
step 00273 (66.0%) | loss: 3.641092 | lrm: 0.68 | dt: 753ms | tok/sec: 86,998 | mfu: 4.4% | epoch: 1 | remaining: 101s    
step 00274 (66.2%) | loss: 3.639440 | lrm: 0.68 | dt: 753ms | tok/sec: 87,001 | mfu: 4.4% | epoch: 1 | remaining: 101s    
step 00275 (66.5%) | loss: 3.630028 | lrm: 0.67 | dt: 753ms | tok/sec: 86,991 | mfu: 4.4% | epoch: 1 | remaining: 100s    
step 00276 (66.7%) | loss: 3.619860 | lrm: 0.67 | dt: 754ms | tok/sec: 86,973 | mfu: 4.4% | epoch: 1 | remaining: 99s    
step 00277 (67.0%) | loss: 3.621814 | lrm: 0.66 | dt: 753ms | tok/sec: 86,989 | mfu: 4.4% | epoch: 1 | remaining: 98s    
step 00278 (67.2%) | loss: 3.613086 | lrm: 0.66 | dt: 753ms | tok/sec: 86,992 | mfu: 4.4% | epoch: 1 | remaining: 98s    
step 00279 (67.5%) | loss: 3.618271 | lrm: 0.65 | dt: 753ms | tok/sec: 86,994 | mfu: 4.4% | epoch: 1 | remaining: 97s    
step 00280 (67.7%) | loss: 3.608587 | lrm: 0.65 | dt: 753ms | tok/sec: 86,993 | mfu: 4.4% | epoch: 1 | remaining: 96s    
step 00281 (68.0%) | loss: 3.600390 | lrm: 0.64 | dt: 754ms | tok/sec: 86,936 | mfu: 4.4% | epoch: 1 | remaining: 95s    
step 00282 (68.2%) | loss: 3.606412 | lrm: 0.64 | dt: 811ms | tok/sec: 80,798 | mfu: 4.1% | epoch: 1 | remaining: 94s    
step 00283 (68.5%) | loss: 3.616124 | lrm: 0.63 | dt: 754ms | tok/sec: 86,883 | mfu: 4.4% | epoch: 1 | remaining: 94s    
step 00284 (68.8%) | loss: 3.622816 | lrm: 0.62 | dt: 753ms | tok/sec: 86,995 | mfu: 4.4% | epoch: 1 | remaining: 93s    
step 00285 (69.0%) | loss: 3.626954 | lrm: 0.62 | dt: 753ms | tok/sec: 86,993 | mfu: 4.4% | epoch: 1 | remaining: 92s    
step 00286 (69.3%) | loss: 3.616554 | lrm: 0.61 | dt: 753ms | tok/sec: 87,006 | mfu: 4.4% | epoch: 1 | remaining: 91s    
step 00287 (69.5%) | loss: 3.617888 | lrm: 0.61 | dt: 753ms | tok/sec: 87,002 | mfu: 4.4% | epoch: 1 | remaining: 91s    
step 00288 (69.8%) | loss: 3.609334 | lrm: 0.60 | dt: 753ms | tok/sec: 86,996 | mfu: 4.4% | epoch: 1 | remaining: 90s    
step 00289 (70.0%) | loss: 3.602578 | lrm: 0.60 | dt: 753ms | tok/sec: 86,985 | mfu: 4.4% | epoch: 1 | remaining: 89s    
step 00290 (70.3%) | loss: 3.599449 | lrm: 0.59 | dt: 753ms | tok/sec: 86,977 | mfu: 4.4% | epoch: 1 | remaining: 88s    
step 00291 (70.5%) | loss: 3.601155 | lrm: 0.59 | dt: 754ms | tok/sec: 86,970 | mfu: 4.4% | epoch: 1 | remaining: 88s    
step 00292 (70.8%) | loss: 3.593921 | lrm: 0.58 | dt: 753ms | tok/sec: 86,999 | mfu: 4.4% | epoch: 1 | remaining: 87s    
step 00293 (71.0%) | loss: 3.585534 | lrm: 0.58 | dt: 753ms | tok/sec: 86,993 | mfu: 4.4% | epoch: 1 | remaining: 86s    
step 00294 (71.3%) | loss: 3.571672 | lrm: 0.57 | dt: 753ms | tok/sec: 86,996 | mfu: 4.4% | epoch: 1 | remaining: 85s    
step 00295 (71.5%) | loss: 3.559221 | lrm: 0.57 | dt: 753ms | tok/sec: 87,006 | mfu: 4.4% | epoch: 1 | remaining: 85s    
step 00296 (71.8%) | loss: 3.572218 | lrm: 0.56 | dt: 753ms | tok/sec: 87,007 | mfu: 4.4% | epoch: 1 | remaining: 84s    
step 00297 (72.0%) | loss: 3.573118 | lrm: 0.56 | dt: 753ms | tok/sec: 87,005 | mfu: 4.4% | epoch: 1 | remaining: 83s    
step 00298 (72.3%) | loss: 3.570418 | lrm: 0.55 | dt: 753ms | tok/sec: 86,993 | mfu: 4.4% | epoch: 1 | remaining: 82s    
step 00299 (72.5%) | loss: 3.568918 | lrm: 0.55 | dt: 753ms | tok/sec: 87,005 | mfu: 4.4% | epoch: 1 | remaining: 82s    
step 00300 (72.8%) | loss: 3.562954 | lrm: 0.54 | dt: 754ms | tok/sec: 86,957 | mfu: 4.4% | epoch: 1 | remaining: 81s    
step 00301 (73.0%) | loss: 3.567654 | lrm: 0.54 | dt: 753ms | tok/sec: 86,986 | mfu: 4.4% | epoch: 1 | remaining: 80s    
step 00302 (73.3%) | loss: 3.566863 | lrm: 0.53 | dt: 754ms | tok/sec: 86,973 | mfu: 4.4% | epoch: 1 | remaining: 79s    
step 00303 (73.5%) | loss: 3.573465 | lrm: 0.53 | dt: 754ms | tok/sec: 86,967 | mfu: 4.4% | epoch: 1 | remaining: 79s    
step 00304 (73.8%) | loss: 3.576779 | lrm: 0.52 | dt: 753ms | tok/sec: 86,980 | mfu: 4.4% | epoch: 1 | remaining: 78s    
step 00305 (74.0%) | loss: 3.566209 | lrm: 0.52 | dt: 811ms | tok/sec: 80,857 | mfu: 4.1% | epoch: 1 | remaining: 77s    
step 00306 (74.3%) | loss: 3.561820 | lrm: 0.51 | dt: 754ms | tok/sec: 86,861 | mfu: 4.4% | epoch: 1 | remaining: 76s    
step 00307 (74.6%) | loss: 3.558831 | lrm: 0.51 | dt: 753ms | tok/sec: 86,988 | mfu: 4.4% | epoch: 1 | remaining: 76s    
step 00308 (74.8%) | loss: 3.557633 | lrm: 0.50 | dt: 753ms | tok/sec: 87,001 | mfu: 4.4% | epoch: 1 | remaining: 75s    
step 00309 (75.1%) | loss: 3.533485 | lrm: 0.50 | dt: 753ms | tok/sec: 87,004 | mfu: 4.4% | epoch: 1 | remaining: 74s    
step 00310 (75.3%) | loss: 3.542406 | lrm: 0.49 | dt: 2042ms | tok/sec: 32,086 | mfu: 1.6% | epoch: 1 | remaining: 72s    
step 00311 (76.0%) | loss: 3.542841 | lrm: 0.48 | dt: 753ms | tok/sec: 87,005 | mfu: 4.4% | epoch: 1 | remaining: 71s    
step 00312 (76.3%) | loss: 3.539279 | lrm: 0.47 | dt: 753ms | tok/sec: 86,997 | mfu: 4.4% | epoch: 1 | remaining: 70s    
step 00313 (76.5%) | loss: 3.540255 | lrm: 0.47 | dt: 753ms | tok/sec: 87,000 | mfu: 4.4% | epoch: 1 | remaining: 70s    
step 00314 (76.8%) | loss: 3.536952 | lrm: 0.46 | dt: 753ms | tok/sec: 86,993 | mfu: 4.4% | epoch: 1 | remaining: 69s    
