MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: starting...
MDLM: config layers=8 dim=576 unique_layers=0
MDLM: compiling newton-schulz...
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM: newton-schulz compiled
MDLM Diffusion Training | num_unique_layers=0
Running PyTorch 2.11.0+cu130
val tokens:62021632 sequences:60568
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model compiled
MDLM: model compiled
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model created, 19,190,656 params. Compiling model...
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
MDLM: model compiled
model_params:19190656
world_size:8 grad_accum_steps:1
layers:8 dim:576 heads:8 kv_heads:4 mlp_mult:2
mask_eps:0.001 eval_t_samples:64 grad_clip:1.0 weight_clamp:100.0
step:15650/80000 train_loss:2.4375 train_time:1024506ms step_avg:65.46ms
step:15700/80000 train_loss:2.5353 train_time:1027676ms step_avg:65.46ms
step:15750/80000 train_loss:2.6603 train_time:1030871ms step_avg:65.45ms
step:15800/80000 train_loss:2.5334 train_time:1034066ms step_avg:65.45ms
step:15850/80000 train_loss:2.5479 train_time:1037333ms step_avg:65.45ms
step:15900/80000 train_loss:2.6029 train_time:1040524ms step_avg:65.44ms
step:15950/80000 train_loss:2.6125 train_time:1043694ms step_avg:65.44ms
step:16000/80000 train_loss:2.6488 train_time:1046876ms step_avg:65.43ms
step:16000/80000 val_loss:2.5894 val_bpb:1.5535 train_time:1046915ms step_avg:65.43ms
step:16050/80000 train_loss:2.6132 train_time:1050162ms step_avg:65.43ms
step:16100/80000 train_loss:2.6862 train_time:1053355ms step_avg:65.43ms
step:16150/80000 train_loss:2.6014 train_time:1056529ms step_avg:65.42ms
step:16200/80000 train_loss:2.5870 train_time:1059731ms step_avg:65.42ms
step:16250/80000 train_loss:2.6873 train_time:1062997ms step_avg:65.42ms
step:16300/80000 train_loss:2.5619 train_time:1066159ms step_avg:65.41ms
step:16350/80000 train_loss:2.6287 train_time:1069322ms step_avg:65.40ms
step:16400/80000 train_loss:2.6381 train_time:1072516ms step_avg:65.40ms
step:16450/80000 train_loss:2.6217 train_time:1075774ms step_avg:65.40ms
step:16500/80000 train_loss:2.7454 train_time:1078979ms step_avg:65.39ms
step:16550/80000 train_loss:2.7455 train_time:1082166ms step_avg:65.39ms
step:16600/80000 train_loss:2.6159 train_time:1085441ms step_avg:65.39ms
step:16650/80000 train_loss:2.5184 train_time:1088640ms step_avg:65.38ms
step:16700/80000 train_loss:2.4259 train_time:1091840ms step_avg:65.38ms
step:16750/80000 train_loss:2.5676 train_time:1095052ms step_avg:65.38ms
step:16800/80000 train_loss:2.5118 train_time:1098376ms step_avg:65.38ms
step:16850/80000 train_loss:2.5267 train_time:1101562ms step_avg:65.37ms
step:16900/80000 train_loss:2.5654 train_time:1104747ms step_avg:65.37ms
step:16950/80000 train_loss:2.6755 train_time:1107939ms step_avg:65.37ms
step:17000/80000 train_loss:2.6090 train_time:1111266ms step_avg:65.37ms
step:17050/80000 train_loss:2.5538 train_time:1114495ms step_avg:65.37ms
step:17100/80000 train_loss:2.7817 train_time:1117703ms step_avg:65.36ms
step:17150/80000 train_loss:2.5600 train_time:1120907ms step_avg:65.36ms
step:17200/80000 train_loss:2.3189 train_time:1124206ms step_avg:65.36ms
step:17250/80000 train_loss:2.6052 train_time:1127400ms step_avg:65.36ms
step:17300/80000 train_loss:2.5878 train_time:1130612ms step_avg:65.35ms
step:17350/80000 train_loss:2.6458 train_time:1133814ms step_avg:65.35ms
step:17400/80000 train_loss:2.6510 train_time:1137081ms step_avg:65.35ms
step:17450/80000 train_loss:2.5980 train_time:1140257ms step_avg:65.34ms
step:17500/80000 train_loss:2.5559 train_time:1143499ms step_avg:65.34ms
step:17550/80000 train_loss:2.4126 train_time:1146772ms step_avg:65.34ms
step:17600/80000 train_loss:2.6122 train_time:1149940ms step_avg:65.34ms
step:17650/80000 train_loss:2.5211 train_time:1153110ms step_avg:65.33ms
step:17700/80000 train_loss:2.5157 train_time:1156292ms step_avg:65.33ms
step:17750/80000 train_loss:2.5969 train_time:1159570ms step_avg:65.33ms
step:17800/80000 train_loss:2.5630 train_time:1162774ms step_avg:65.32ms
step:17850/80000 train_loss:2.4943 train_time:1165955ms step_avg:65.32ms
step:17900/80000 train_loss:2.5971 train_time:1169126ms step_avg:65.31ms
step:17950/80000 train_loss:2.7414 train_time:1172416ms step_avg:65.32ms
step:18000/80000 train_loss:2.4876 train_time:1175608ms step_avg:65.31ms
step:18050/80000 train_loss:2.5644 train_time:1178789ms step_avg:65.31ms
step:18100/80000 train_loss:2.5194 train_time:1181960ms step_avg:65.30ms
step:18150/80000 train_loss:2.6238 train_time:1185230ms step_avg:65.30ms
step:18200/80000 train_loss:2.4984 train_time:1188415ms step_avg:65.30ms
step:18250/80000 train_loss:2.6947 train_time:1191565ms step_avg:65.29ms
step:18300/80000 train_loss:2.6714 train_time:1194734ms step_avg:65.29ms
step:18350/80000 train_loss:2.5950 train_time:1198007ms step_avg:65.29ms
step:18400/80000 train_loss:2.5445 train_time:1201204ms step_avg:65.28ms
step:18450/80000 train_loss:2.6032 train_time:1204366ms step_avg:65.28ms
step:18500/80000 train_loss:2.5133 train_time:1207548ms step_avg:65.27ms
step:18550/80000 train_loss:2.6358 train_time:1210830ms step_avg:65.27ms
step:18600/80000 train_loss:2.6445 train_time:1214004ms step_avg:65.27ms
step:18650/80000 train_loss:2.5524 train_time:1217202ms step_avg:65.27ms
step:18700/80000 train_loss:2.4966 train_time:1220493ms step_avg:65.27ms
step:18750/80000 train_loss:2.5834 train_time:1223688ms step_avg:65.26ms
step:18800/80000 train_loss:2.5762 train_time:1226860ms step_avg:65.26ms
step:18850/80000 train_loss:2.6255 train_time:1230044ms step_avg:65.25ms
step:18900/80000 train_loss:2.5805 train_time:1233336ms step_avg:65.26ms
step:18950/80000 train_loss:2.5728 train_time:1236526ms step_avg:65.25ms
step:19000/80000 train_loss:2.6407 train_time:1239724ms step_avg:65.25ms
step:19050/80000 train_loss:2.5325 train_time:1242897ms step_avg:65.24ms
step:19100/80000 train_loss:2.6045 train_time:1246161ms step_avg:65.24ms
step:19150/80000 train_loss:2.5921 train_time:1249347ms step_avg:65.24ms
step:19200/80000 train_loss:2.5385 train_time:1252523ms step_avg:65.24ms
step:19250/80000 train_loss:2.5830 train_time:1255700ms step_avg:65.23ms
step:19300/80000 train_loss:2.5743 train_time:1258971ms step_avg:65.23ms
step:19350/80000 train_loss:2.5476 train_time:1262168ms step_avg:65.23ms
step:19400/80000 train_loss:2.5690 train_time:1265327ms step_avg:65.22ms
step:19450/80000 train_loss:2.3499 train_time:1268510ms step_avg:65.22ms
step:19500/80000 train_loss:2.5868 train_time:1271781ms step_avg:65.22ms
step:19550/80000 train_loss:2.6537 train_time:1274993ms step_avg:65.22ms
step:19600/80000 train_loss:2.5789 train_time:1278168ms step_avg:65.21ms
step:19650/80000 train_loss:2.5696 train_time:1281435ms step_avg:65.21ms
step:19700/80000 train_loss:2.5628 train_time:1284617ms step_avg:65.21ms
step:19750/80000 train_loss:2.5259 train_time:1287796ms step_avg:65.20ms
step:19800/80000 train_loss:2.6085 train_time:1290983ms step_avg:65.20ms
step:19850/80000 train_loss:2.4780 train_time:1294271ms step_avg:65.20ms
step:19900/80000 train_loss:2.7945 train_time:1297471ms step_avg:65.20ms
step:19950/80000 train_loss:2.4771 train_time:1300652ms step_avg:65.20ms
step:20000/80000 train_loss:2.4423 train_time:1303829ms step_avg:65.19ms
step:20000/80000 val_loss:2.5740 val_bpb:1.5443 train_time:1303872ms step_avg:65.19ms
step:20050/80000 train_loss:2.4781 train_time:1307093ms step_avg:65.19ms
step:20100/80000 train_loss:2.5003 train_time:1310284ms step_avg:65.19ms
step:20150/80000 train_loss:2.6331 train_time:1313461ms step_avg:65.18ms
step:20200/80000 train_loss:2.6662 train_time:1316652ms step_avg:65.18ms
step:20250/80000 train_loss:2.5598 train_time:1319925ms step_avg:65.18ms
step:20300/80000 train_loss:2.6292 train_time:1323090ms step_avg:65.18ms
step:20350/80000 train_loss:2.5105 train_time:1326271ms step_avg:65.17ms
step:20400/80000 train_loss:2.4941 train_time:1329444ms step_avg:65.17ms
step:20450/80000 train_loss:2.4878 train_time:1332703ms step_avg:65.17ms
step:20500/80000 train_loss:2.6141 train_time:1335890ms step_avg:65.17ms
step:20550/80000 train_loss:2.4894 train_time:1339084ms step_avg:65.16ms
step:20600/80000 train_loss:2.5580 train_time:1342362ms step_avg:65.16ms
step:20650/80000 train_loss:2.6338 train_time:1345537ms step_avg:65.16ms
step:20700/80000 train_loss:2.3600 train_time:1348737ms step_avg:65.16ms
step:20750/80000 train_loss:2.6059 train_time:1351947ms step_avg:65.15ms
step:20800/80000 train_loss:2.6844 train_time:1355203ms step_avg:65.15ms
step:20850/80000 train_loss:2.5568 train_time:1358412ms step_avg:65.15ms
step:20900/80000 train_loss:2.6843 train_time:1361582ms step_avg:65.15ms
step:20950/80000 train_loss:2.4898 train_time:1364779ms step_avg:65.14ms
step:21000/80000 train_loss:2.5518 train_time:1368038ms step_avg:65.14ms
step:21050/80000 train_loss:2.5893 train_time:1371220ms step_avg:65.14ms
step:21100/80000 train_loss:2.6035 train_time:1374420ms step_avg:65.14ms
step:21150/80000 train_loss:2.6167 train_time:1377594ms step_avg:65.13ms
step:21200/80000 train_loss:2.7196 train_time:1380872ms step_avg:65.14ms
step:21250/80000 train_loss:2.6606 train_time:1384041ms step_avg:65.13ms
step:21300/80000 train_loss:2.5820 train_time:1387224ms step_avg:65.13ms
step:21350/80000 train_loss:2.6273 train_time:1390415ms step_avg:65.12ms
step:21400/80000 train_loss:2.7081 train_time:1393701ms step_avg:65.13ms
step:21450/80000 train_loss:2.6228 train_time:1396910ms step_avg:65.12ms
step:21500/80000 train_loss:2.4371 train_time:1400104ms step_avg:65.12ms
step:21550/80000 train_loss:2.6188 train_time:1403278ms step_avg:65.12ms
step:21600/80000 train_loss:2.5497 train_time:1406563ms step_avg:65.12ms
step:21650/80000 train_loss:2.4711 train_time:1409729ms step_avg:65.11ms
step:21700/80000 train_loss:2.8568 train_time:1412914ms step_avg:65.11ms
step:21750/80000 train_loss:2.8967 train_time:1416191ms step_avg:65.11ms
step:21800/80000 train_loss:2.6311 train_time:1419355ms step_avg:65.11ms
step:21850/80000 train_loss:2.5638 train_time:1422527ms step_avg:65.10ms
step:21900/80000 train_loss:2.5987 train_time:1425698ms step_avg:65.10ms
step:21950/80000 train_loss:2.5336 train_time:1428982ms step_avg:65.10ms
step:22000/80000 train_loss:2.5442 train_time:1432174ms step_avg:65.10ms
step:22050/80000 train_loss:2.5496 train_time:1435358ms step_avg:65.10ms
step:22100/80000 train_loss:2.5454 train_time:1438538ms step_avg:65.09ms
step:22150/80000 train_loss:2.4227 train_time:1441844ms step_avg:65.09ms
step:22200/80000 train_loss:2.5306 train_time:1445035ms step_avg:65.09ms
step:22250/80000 train_loss:2.5701 train_time:1448199ms step_avg:65.09ms
step:22300/80000 train_loss:2.5538 train_time:1451413ms step_avg:65.09ms
step:22350/80000 train_loss:2.7335 train_time:1454681ms step_avg:65.09ms
step:22400/80000 train_loss:2.7011 train_time:1457874ms step_avg:65.08ms
step:22450/80000 train_loss:2.4835 train_time:1461046ms step_avg:65.08ms
step:22500/80000 train_loss:2.5765 train_time:1464231ms step_avg:65.08ms
step:22550/80000 train_loss:2.5153 train_time:1467486ms step_avg:65.08ms
step:22600/80000 train_loss:2.4710 train_time:1470663ms step_avg:65.07ms
step:22650/80000 train_loss:2.4490 train_time:1473837ms step_avg:65.07ms
step:22700/80000 train_loss:2.4696 train_time:1477117ms step_avg:65.07ms
step:22750/80000 train_loss:2.4951 train_time:1480270ms step_avg:65.07ms
step:22800/80000 train_loss:2.6041 train_time:1483424ms step_avg:65.06ms
step:22850/80000 train_loss:2.5933 train_time:1486596ms step_avg:65.06ms
step:22900/80000 train_loss:2.5572 train_time:1489841ms step_avg:65.06ms
step:22950/80000 train_loss:2.5711 train_time:1493014ms step_avg:65.06ms
step:23000/80000 train_loss:2.4690 train_time:1496188ms step_avg:65.05ms
step:23050/80000 train_loss:2.5435 train_time:1499392ms step_avg:65.05ms
step:23100/80000 train_loss:2.6100 train_time:1502655ms step_avg:65.05ms
step:23150/80000 train_loss:2.5634 train_time:1505835ms step_avg:65.05ms
step:23200/80000 train_loss:2.5384 train_time:1509027ms step_avg:65.04ms
step:23250/80000 train_loss:2.4605 train_time:1512201ms step_avg:65.04ms
step:23300/80000 train_loss:2.5837 train_time:1515458ms step_avg:65.04ms
step:23350/80000 train_loss:2.5584 train_time:1518630ms step_avg:65.04ms
step:23400/80000 train_loss:2.5657 train_time:1521802ms step_avg:65.03ms
step:23450/80000 train_loss:2.5818 train_time:1524958ms step_avg:65.03ms
step:23500/80000 train_loss:2.5623 train_time:1528224ms step_avg:65.03ms
step:23550/80000 train_loss:2.4748 train_time:1531421ms step_avg:65.03ms
step:23600/80000 train_loss:2.5200 train_time:1534602ms step_avg:65.03ms
step:23650/80000 train_loss:2.4741 train_time:1537762ms step_avg:65.02ms
step:23700/80000 train_loss:2.5709 train_time:1541024ms step_avg:65.02ms
step:23750/80000 train_loss:2.5215 train_time:1544224ms step_avg:65.02ms
step:23800/80000 train_loss:2.5919 train_time:1547413ms step_avg:65.02ms
step:23850/80000 train_loss:2.5917 train_time:1550689ms step_avg:65.02ms
step:23900/80000 train_loss:2.5871 train_time:1553876ms step_avg:65.02ms
step:23950/80000 train_loss:2.5199 train_time:1557079ms step_avg:65.01ms
step:24000/80000 train_loss:2.4342 train_time:1560277ms step_avg:65.01ms
step:24000/80000 val_loss:2.5650 val_bpb:1.5389 train_time:1560317ms step_avg:65.01ms
step:24050/80000 train_loss:2.4489 train_time:1563545ms step_avg:65.01ms
step:24100/80000 train_loss:2.7378 train_time:1566742ms step_avg:65.01ms
step:24150/80000 train_loss:2.5531 train_time:1569917ms step_avg:65.01ms
step:24200/80000 train_loss:2.5167 train_time:1573130ms step_avg:65.01ms
step:24250/80000 train_loss:2.5137 train_time:1576396ms step_avg:65.01ms
step:24300/80000 train_loss:2.4702 train_time:1579578ms step_avg:65.00ms
step:24350/80000 train_loss:2.4150 train_time:1582759ms step_avg:65.00ms
step:24400/80000 train_loss:2.6198 train_time:1585929ms step_avg:65.00ms
step:24450/80000 train_loss:2.6862 train_time:1589197ms step_avg:65.00ms
step:24500/80000 train_loss:2.6220 train_time:1592352ms step_avg:64.99ms
step:24550/80000 train_loss:2.5940 train_time:1595534ms step_avg:64.99ms
step:24600/80000 train_loss:2.7480 train_time:1598689ms step_avg:64.99ms
step:24650/80000 train_loss:2.4234 train_time:1601961ms step_avg:64.99ms
step:24700/80000 train_loss:2.5999 train_time:1605154ms step_avg:64.99ms
step:24750/80000 train_loss:2.6079 train_time:1608355ms step_avg:64.98ms
step:24800/80000 train_loss:2.5192 train_time:1611613ms step_avg:64.98ms
step:24850/80000 train_loss:2.5279 train_time:1614791ms step_avg:64.98ms
step:24900/80000 train_loss:2.5152 train_time:1617983ms step_avg:64.98ms
step:24950/80000 train_loss:2.5942 train_time:1621190ms step_avg:64.98ms
step:25000/80000 train_loss:2.6258 train_time:1624470ms step_avg:64.98ms
step:25050/80000 train_loss:2.4480 train_time:1627660ms step_avg:64.98ms
step:25100/80000 train_loss:2.6026 train_time:1630857ms step_avg:64.97ms
step:25150/80000 train_loss:2.6516 train_time:1634046ms step_avg:64.97ms
step:25200/80000 train_loss:2.5222 train_time:1637334ms step_avg:64.97ms
step:25250/80000 train_loss:2.6199 train_time:1640531ms step_avg:64.97ms
step:25300/80000 train_loss:2.4793 train_time:1643708ms step_avg:64.97ms
step:25350/80000 train_loss:2.6200 train_time:1646885ms step_avg:64.97ms
step:25400/80000 train_loss:2.5551 train_time:1650193ms step_avg:64.97ms
step:25450/80000 train_loss:2.4919 train_time:1653399ms step_avg:64.97ms
step:25500/80000 train_loss:2.0744 train_time:1656597ms step_avg:64.96ms
step:25550/80000 train_loss:2.6095 train_time:1659787ms step_avg:64.96ms
step:25600/80000 train_loss:2.5091 train_time:1663083ms step_avg:64.96ms
step:25650/80000 train_loss:2.6814 train_time:1666271ms step_avg:64.96ms
step:25700/80000 train_loss:2.3012 train_time:1669478ms step_avg:64.96ms
step:25750/80000 train_loss:2.4475 train_time:1672744ms step_avg:64.96ms
step:25800/80000 train_loss:2.2837 train_time:1675923ms step_avg:64.96ms
step:25850/80000 train_loss:2.5445 train_time:1679108ms step_avg:64.96ms
step:25900/80000 train_loss:2.5936 train_time:1682298ms step_avg:64.95ms
step:25950/80000 train_loss:2.6554 train_time:1685567ms step_avg:64.95ms
step:26000/80000 train_loss:2.5139 train_time:1688754ms step_avg:64.95ms
step:26050/80000 train_loss:2.5518 train_time:1691946ms step_avg:64.95ms
step:26100/80000 train_loss:2.4172 train_time:1695130ms step_avg:64.95ms
step:26150/80000 train_loss:2.6537 train_time:1698378ms step_avg:64.95ms
step:26200/80000 train_loss:2.5601 train_time:1701568ms step_avg:64.95ms
step:26250/80000 train_loss:2.5205 train_time:1704739ms step_avg:64.94ms
step:26300/80000 train_loss:2.6946 train_time:1707918ms step_avg:64.94ms
step:26350/80000 train_loss:2.5575 train_time:1711285ms step_avg:64.94ms
step:26400/80000 train_loss:2.6414 train_time:1714461ms step_avg:64.94ms
step:26450/80000 train_loss:2.5867 train_time:1717631ms step_avg:64.94ms
step:26500/80000 train_loss:2.4543 train_time:1720811ms step_avg:64.94ms
step:26550/80000 train_loss:2.5905 train_time:1724153ms step_avg:64.94ms
step:26600/80000 train_loss:2.6972 train_time:1727311ms step_avg:64.94ms
step:26650/80000 train_loss:2.6198 train_time:1730491ms step_avg:64.93ms
step:26700/80000 train_loss:2.6328 train_time:1733660ms step_avg:64.93ms
step:26750/80000 train_loss:2.4626 train_time:1736969ms step_avg:64.93ms
step:26800/80000 train_loss:2.5249 train_time:1740159ms step_avg:64.93ms
step:26850/80000 train_loss:2.4884 train_time:1743349ms step_avg:64.93ms
step:26900/80000 train_loss:2.5496 train_time:1746637ms step_avg:64.93ms
step:26950/80000 train_loss:2.3882 train_time:1749825ms step_avg:64.93ms
step:27000/80000 train_loss:2.5163 train_time:1753014ms step_avg:64.93ms
step:27050/80000 train_loss:2.5526 train_time:1756198ms step_avg:64.92ms
step:27100/80000 train_loss:2.5834 train_time:1759439ms step_avg:64.92ms
step:27150/80000 train_loss:2.5891 train_time:1762611ms step_avg:64.92ms
step:27200/80000 train_loss:2.6078 train_time:1765808ms step_avg:64.92ms
step:27250/80000 train_loss:2.5212 train_time:1769016ms step_avg:64.92ms
step:27300/80000 train_loss:2.6070 train_time:1772296ms step_avg:64.92ms
step:27350/80000 train_loss:2.6326 train_time:1775472ms step_avg:64.92ms
step:27400/80000 train_loss:2.5764 train_time:1778677ms step_avg:64.92ms
step:27450/80000 train_loss:2.6388 train_time:1781850ms step_avg:64.91ms
step:27500/80000 train_loss:2.5196 train_time:1785109ms step_avg:64.91ms
step:27550/80000 train_loss:2.6427 train_time:1788293ms step_avg:64.91ms
step:27600/80000 train_loss:2.4262 train_time:1791473ms step_avg:64.91ms
step:27650/80000 train_loss:2.4902 train_time:1794662ms step_avg:64.91ms
step:27700/80000 train_loss:2.6047 train_time:1797941ms step_avg:64.91ms
step:27750/80000 train_loss:2.4035 train_time:1801136ms step_avg:64.91ms
step:27800/80000 train_loss:2.5319 train_time:1804330ms step_avg:64.90ms
step:27850/80000 train_loss:2.5947 train_time:1807593ms step_avg:64.90ms
step:27900/80000 train_loss:2.5446 train_time:1810796ms step_avg:64.90ms
step:27950/80000 train_loss:2.5418 train_time:1813989ms step_avg:64.90ms
step:28000/80000 train_loss:2.5826 train_time:1817156ms step_avg:64.90ms
step:28000/80000 val_loss:2.5564 val_bpb:1.5337 train_time:1817196ms step_avg:64.90ms
step:28050/80000 train_loss:2.5576 train_time:1820446ms step_avg:64.90ms
step:28100/80000 train_loss:2.5175 train_time:1823636ms step_avg:64.90ms
step:28150/80000 train_loss:2.4763 train_time:1826843ms step_avg:64.90ms
step:28200/80000 train_loss:2.6458 train_time:1829995ms step_avg:64.89ms
step:28250/80000 train_loss:2.6143 train_time:1833306ms step_avg:64.90ms
step:28300/80000 train_loss:2.6385 train_time:1836503ms step_avg:64.89ms
step:28350/80000 train_loss:2.4346 train_time:1839682ms step_avg:64.89ms
step:28400/80000 train_loss:2.6354 train_time:1842881ms step_avg:64.89ms
step:28450/80000 train_loss:2.5335 train_time:1846209ms step_avg:64.89ms
step:28500/80000 train_loss:2.4780 train_time:1849398ms step_avg:64.89ms
step:28550/80000 train_loss:2.5585 train_time:1852590ms step_avg:64.89ms
step:28600/80000 train_loss:2.4714 train_time:1855740ms step_avg:64.89ms
step:28650/80000 train_loss:2.4661 train_time:1859011ms step_avg:64.89ms
step:28700/80000 train_loss:2.4221 train_time:1862193ms step_avg:64.88ms
step:28750/80000 train_loss:2.7106 train_time:1865374ms step_avg:64.88ms
step:28800/80000 train_loss:2.5757 train_time:1868569ms step_avg:64.88ms
step:28850/80000 train_loss:2.5471 train_time:1871814ms step_avg:64.88ms
step:28900/80000 train_loss:2.5156 train_time:1874990ms step_avg:64.88ms
step:28950/80000 train_loss:2.5750 train_time:1878181ms step_avg:64.88ms
step:29000/80000 train_loss:2.6950 train_time:1881435ms step_avg:64.88ms
step:29050/80000 train_loss:2.5444 train_time:1884612ms step_avg:64.87ms
step:29100/80000 train_loss:2.6047 train_time:1887793ms step_avg:64.87ms
step:29150/80000 train_loss:2.5230 train_time:1890996ms step_avg:64.87ms
step:29200/80000 train_loss:2.4186 train_time:1894287ms step_avg:64.87ms
step:29250/80000 train_loss:2.3893 train_time:1897472ms step_avg:64.87ms
step:29300/80000 train_loss:2.4685 train_time:1900649ms step_avg:64.87ms
step:29350/80000 train_loss:2.5001 train_time:1903839ms step_avg:64.87ms
step:29400/80000 train_loss:2.5494 train_time:1907105ms step_avg:64.87ms
step:29450/80000 train_loss:2.5340 train_time:1910280ms step_avg:64.87ms
step:29500/80000 train_loss:2.5471 train_time:1913472ms step_avg:64.86ms
step:29550/80000 train_loss:2.5254 train_time:1916641ms step_avg:64.86ms
step:29600/80000 train_loss:2.5415 train_time:1919887ms step_avg:64.86ms
step:29650/80000 train_loss:2.4964 train_time:1923100ms step_avg:64.86ms
step:29700/80000 train_loss:2.6285 train_time:1926288ms step_avg:64.86ms
step:29750/80000 train_loss:2.5869 train_time:1929464ms step_avg:64.86ms
step:29800/80000 train_loss:2.6290 train_time:1932728ms step_avg:64.86ms
step:29850/80000 train_loss:2.6106 train_time:1935898ms step_avg:64.85ms
step:29900/80000 train_loss:2.4977 train_time:1939084ms step_avg:64.85ms
step:29950/80000 train_loss:2.7098 train_time:1942338ms step_avg:64.85ms
step:30000/80000 train_loss:2.5990 train_time:1945499ms step_avg:64.85ms
step:30050/80000 train_loss:2.4679 train_time:1948679ms step_avg:64.85ms
step:30100/80000 train_loss:2.4576 train_time:1951859ms step_avg:64.85ms
step:30150/80000 train_loss:2.5415 train_time:1955114ms step_avg:64.85ms
step:30200/80000 train_loss:2.5894 train_time:1958294ms step_avg:64.84ms
step:30250/80000 train_loss:2.5014 train_time:1961486ms step_avg:64.84ms
step:30300/80000 train_loss:2.5865 train_time:1964670ms step_avg:64.84ms
step:30350/80000 train_loss:2.5035 train_time:1967945ms step_avg:64.84ms
step:30400/80000 train_loss:2.5462 train_time:1971141ms step_avg:64.84ms
step:30450/80000 train_loss:2.6285 train_time:1974340ms step_avg:64.84ms
step:30500/80000 train_loss:2.5444 train_time:1977553ms step_avg:64.84ms
step:30550/80000 train_loss:2.5180 train_time:1980823ms step_avg:64.84ms
step:30600/80000 train_loss:2.4945 train_time:1984018ms step_avg:64.84ms
step:30650/80000 train_loss:2.5659 train_time:1987207ms step_avg:64.84ms
step:30700/80000 train_loss:2.5721 train_time:1990385ms step_avg:64.83ms
step:30750/80000 train_loss:2.5453 train_time:1993667ms step_avg:64.83ms
step:30800/80000 train_loss:2.4944 train_time:1996863ms step_avg:64.83ms
step:30850/80000 train_loss:2.4638 train_time:2000058ms step_avg:64.83ms
step:30900/80000 train_loss:2.5275 train_time:2003335ms step_avg:64.83ms
step:30950/80000 train_loss:2.5192 train_time:2006524ms step_avg:64.83ms
step:31000/80000 train_loss:2.4863 train_time:2009682ms step_avg:64.83ms
step:31050/80000 train_loss:2.3674 train_time:2012867ms step_avg:64.83ms
step:31100/80000 train_loss:2.5005 train_time:2016124ms step_avg:64.83ms
step:31150/80000 train_loss:2.5209 train_time:2019278ms step_avg:64.82ms
step:31200/80000 train_loss:2.6125 train_time:2022454ms step_avg:64.82ms
step:31250/80000 train_loss:2.5383 train_time:2025652ms step_avg:64.82ms
step:31300/80000 train_loss:2.5755 train_time:2028926ms step_avg:64.82ms
step:31350/80000 train_loss:2.6104 train_time:2032155ms step_avg:64.82ms
step:31400/80000 train_loss:2.4837 train_time:2035318ms step_avg:64.82ms
step:31450/80000 train_loss:2.6030 train_time:2038519ms step_avg:64.82ms
step:31500/80000 train_loss:2.6181 train_time:2041793ms step_avg:64.82ms
step:31550/80000 train_loss:2.5549 train_time:2044972ms step_avg:64.82ms
step:31600/80000 train_loss:2.4984 train_time:2048172ms step_avg:64.82ms
step:31650/80000 train_loss:2.4790 train_time:2051351ms step_avg:64.81ms
step:31700/80000 train_loss:2.5506 train_time:2054631ms step_avg:64.81ms
step:31750/80000 train_loss:2.5501 train_time:2057811ms step_avg:64.81ms
step:31800/80000 train_loss:2.5171 train_time:2060991ms step_avg:64.81ms
step:31850/80000 train_loss:2.5776 train_time:2064182ms step_avg:64.81ms
step:31900/80000 train_loss:2.3904 train_time:2067455ms step_avg:64.81ms
step:31950/80000 train_loss:2.4906 train_time:2070654ms step_avg:64.81ms
step:32000/80000 train_loss:2.4701 train_time:2073829ms step_avg:64.81ms
step:32000/80000 val_loss:2.5482 val_bpb:1.5288 train_time:2073873ms step_avg:64.81ms
step:32050/80000 train_loss:2.5768 train_time:2077104ms step_avg:64.81ms
step:32100/80000 train_loss:2.5995 train_time:2080286ms step_avg:64.81ms
step:32150/80000 train_loss:2.4839 train_time:2083458ms step_avg:64.80ms
step:32200/80000 train_loss:2.6153 train_time:2086609ms step_avg:64.80ms
step:32250/80000 train_loss:2.6263 train_time:2089881ms step_avg:64.80ms
step:32300/80000 train_loss:2.5363 train_time:2093073ms step_avg:64.80ms
step:32350/80000 train_loss:2.5506 train_time:2096269ms step_avg:64.80ms
step:32400/80000 train_loss:2.3888 train_time:2099443ms step_avg:64.80ms
step:32450/80000 train_loss:2.5562 train_time:2102730ms step_avg:64.80ms
