[W222 14:40:58.881382055 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:40:59.804767646 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:40:59.938341343 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.988306225 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.045376427 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.074507308 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.075013559 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[W222 14:41:00.079373768 Utils.hpp:136] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
logs/speedrunb1_tgpt_kv11m4_no_tee_sched_03_d512_l11_h8_kv2_m4_v2048_144043.txt
[rank6]:[W222 14:41:06.754564599 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank1]:[W222 14:41:06.754567194 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank3]:[W222 14:41:06.754572216 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank4]:[W222 14:41:06.754593696 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank0]:[W222 14:41:06.754605811 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank2]:[W222 14:41:06.754617554 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank7]:[W222 14:41:06.754727780 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
[rank5]:[W222 14:41:06.754767043 Utils.hpp:111] Warning: Environment variable NCCL_ASYNC_ERROR_HANDLING is deprecated; use TORCH_NCCL_ASYNC_ERROR_HANDLING instead (function operator())
model_params:32374823
attention_mode:gqa num_heads:8 num_kv_heads:2
tie_embeddings:False embed_lr:0.6 head_lr:0.008
world_size:8 grad_accum_steps:1 compile_model:True compile_dynamic:False compile_fullgraph:True use_amp:True
sdp_backends:cudnn=False flash=True mem_efficient=False math=False
step:6950/10000 train_loss:2.3864 train_time:409702ms step_avg:58.95ms
step:6975/10000 train_loss:2.7288 train_time:411150ms step_avg:58.95ms
step:7000/10000 train_loss:2.3582 train_time:412599ms step_avg:58.94ms
step:7025/10000 train_loss:2.3664 train_time:414047ms step_avg:58.94ms
step:7050/10000 train_loss:2.4562 train_time:415612ms step_avg:58.95ms
step:7075/10000 train_loss:2.3931 train_time:417059ms step_avg:58.95ms
step:7100/10000 train_loss:2.4936 train_time:418511ms step_avg:58.95ms
step:7125/10000 train_loss:2.4200 train_time:419961ms step_avg:58.94ms
step:7150/10000 train_loss:2.3594 train_time:421411ms step_avg:58.94ms
step:7175/10000 train_loss:2.3890 train_time:422860ms step_avg:58.94ms
step:7200/10000 train_loss:2.4259 train_time:424309ms step_avg:58.93ms
step:7225/10000 train_loss:2.3513 train_time:425760ms step_avg:58.93ms
step:7250/10000 train_loss:2.4466 train_time:427327ms step_avg:58.94ms
step:7275/10000 train_loss:2.3742 train_time:428782ms step_avg:58.94ms
step:7300/10000 train_loss:2.3870 train_time:430228ms step_avg:58.94ms
step:7325/10000 train_loss:2.3562 train_time:431676ms step_avg:58.93ms
step:7350/10000 train_loss:2.4192 train_time:433124ms step_avg:58.93ms
step:7375/10000 train_loss:2.4137 train_time:434571ms step_avg:58.92ms
step:7400/10000 train_loss:2.3564 train_time:436018ms step_avg:58.92ms
step:7425/10000 train_loss:2.2191 train_time:437468ms step_avg:58.92ms
step:7450/10000 train_loss:2.4429 train_time:439064ms step_avg:58.93ms
step:7475/10000 train_loss:2.5014 train_time:440512ms step_avg:58.93ms
step:7500/10000 train_loss:2.4801 train_time:441964ms step_avg:58.93ms
step:7525/10000 train_loss:2.3963 train_time:443412ms step_avg:58.93ms
step:7550/10000 train_loss:2.6167 train_time:444863ms step_avg:58.92ms
step:7575/10000 train_loss:2.3611 train_time:446313ms step_avg:58.92ms
step:7600/10000 train_loss:2.3650 train_time:447763ms step_avg:58.92ms
step:7625/10000 train_loss:2.7525 train_time:449352ms step_avg:58.93ms
step:7650/10000 train_loss:2.3475 train_time:450800ms step_avg:58.93ms
step:7675/10000 train_loss:2.4182 train_time:452250ms step_avg:58.93ms
step:7700/10000 train_loss:2.3521 train_time:453697ms step_avg:58.92ms
step:7725/10000 train_loss:2.3309 train_time:455144ms step_avg:58.92ms
step:7750/10000 train_loss:2.3866 train_time:456592ms step_avg:58.92ms
step:7775/10000 train_loss:2.3885 train_time:458042ms step_avg:58.91ms
step:7800/10000 train_loss:2.6736 train_time:459490ms step_avg:58.91ms
step:7825/10000 train_loss:2.2927 train_time:461051ms step_avg:58.92ms
step:7850/10000 train_loss:2.3295 train_time:462502ms step_avg:58.92ms
step:7875/10000 train_loss:2.4012 train_time:463949ms step_avg:58.91ms
step:7900/10000 train_loss:2.2928 train_time:465399ms step_avg:58.91ms
step:7925/10000 train_loss:2.3668 train_time:466848ms step_avg:58.91ms
step:7950/10000 train_loss:2.6007 train_time:468296ms step_avg:58.91ms
step:7975/10000 train_loss:2.2363 train_time:469743ms step_avg:58.90ms
step:8000/10000 train_loss:2.3244 train_time:471292ms step_avg:58.91ms
step:8025/10000 train_loss:2.3963 train_time:472748ms step_avg:58.91ms
step:8050/10000 train_loss:2.5756 train_time:474195ms step_avg:58.91ms
step:8075/10000 train_loss:2.4419 train_time:475646ms step_avg:58.90ms
step:8100/10000 train_loss:2.3362 train_time:477093ms step_avg:58.90ms
step:8125/10000 train_loss:2.5087 train_time:478542ms step_avg:58.90ms
step:8150/10000 train_loss:2.3332 train_time:479994ms step_avg:58.89ms
step:8175/10000 train_loss:2.2807 train_time:481444ms step_avg:58.89ms
step:8200/10000 train_loss:2.3883 train_time:483023ms step_avg:58.91ms
step:8225/10000 train_loss:2.3882 train_time:484472ms step_avg:58.90ms
step:8250/10000 train_loss:2.3963 train_time:485922ms step_avg:58.90ms
step:8275/10000 train_loss:2.2918 train_time:487368ms step_avg:58.90ms
step:8300/10000 train_loss:2.5291 train_time:488818ms step_avg:58.89ms
step:8325/10000 train_loss:2.3851 train_time:490267ms step_avg:58.89ms
step:8350/10000 train_loss:2.3652 train_time:491718ms step_avg:58.89ms
step:8375/10000 train_loss:2.1872 train_time:493275ms step_avg:58.90ms
step:8400/10000 train_loss:2.3190 train_time:494724ms step_avg:58.90ms
step:8425/10000 train_loss:2.4275 train_time:496176ms step_avg:58.89ms
step:8450/10000 train_loss:2.4372 train_time:497623ms step_avg:58.89ms
step:8475/10000 train_loss:2.3877 train_time:499072ms step_avg:58.89ms
step:8500/10000 train_loss:2.4873 train_time:500521ms step_avg:58.88ms
step:8525/10000 train_loss:2.4809 train_time:501970ms step_avg:58.88ms
step:8550/10000 train_loss:2.3708 train_time:503417ms step_avg:58.88ms
step:8575/10000 train_loss:2.3257 train_time:504977ms step_avg:58.89ms
step:8600/10000 train_loss:2.4170 train_time:506425ms step_avg:58.89ms
step:8625/10000 train_loss:2.0879 train_time:507876ms step_avg:58.88ms
step:8650/10000 train_loss:2.3440 train_time:509326ms step_avg:58.88ms
step:8675/10000 train_loss:2.3357 train_time:510772ms step_avg:58.88ms
step:8700/10000 train_loss:2.2948 train_time:512222ms step_avg:58.88ms
step:8725/10000 train_loss:2.3263 train_time:513670ms step_avg:58.87ms
step:8750/10000 train_loss:2.4124 train_time:515228ms step_avg:58.88ms
step:8775/10000 train_loss:2.2965 train_time:516675ms step_avg:58.88ms
step:8800/10000 train_loss:2.3584 train_time:518124ms step_avg:58.88ms
step:8825/10000 train_loss:2.3304 train_time:519573ms step_avg:58.88ms
step:8850/10000 train_loss:2.3791 train_time:521022ms step_avg:58.87ms
step:8875/10000 train_loss:2.3736 train_time:522471ms step_avg:58.87ms
step:8900/10000 train_loss:2.2803 train_time:523921ms step_avg:58.87ms
step:8925/10000 train_loss:2.4033 train_time:525369ms step_avg:58.86ms
step:8950/10000 train_loss:2.3168 train_time:526924ms step_avg:58.87ms
step:8975/10000 train_loss:2.3441 train_time:528376ms step_avg:58.87ms
step:9000/10000 train_loss:2.3267 train_time:529825ms step_avg:58.87ms
step:9025/10000 train_loss:2.3141 train_time:531274ms step_avg:58.87ms
step:9050/10000 train_loss:2.3583 train_time:532725ms step_avg:58.86ms
step:9075/10000 train_loss:2.3103 train_time:534173ms step_avg:58.86ms
step:9100/10000 train_loss:2.4145 train_time:535624ms step_avg:58.86ms
step:9125/10000 train_loss:2.3607 train_time:537073ms step_avg:58.86ms
step:9150/10000 train_loss:2.4643 train_time:538634ms step_avg:58.87ms
step:9175/10000 train_loss:2.3286 train_time:540083ms step_avg:58.86ms
step:9200/10000 train_loss:2.4052 train_time:541535ms step_avg:58.86ms
step:9225/10000 train_loss:2.3675 train_time:542982ms step_avg:58.86ms
step:9250/10000 train_loss:2.3564 train_time:544432ms step_avg:58.86ms
step:9275/10000 train_loss:2.3895 train_time:545880ms step_avg:58.85ms
step:9300/10000 train_loss:2.3657 train_time:547327ms step_avg:58.85ms
step:9325/10000 train_loss:2.2627 train_time:548896ms step_avg:58.86ms
step:9350/10000 train_loss:2.3701 train_time:550344ms step_avg:58.86ms
step:9375/10000 train_loss:2.2982 train_time:551795ms step_avg:58.86ms
step:9400/10000 train_loss:2.4555 train_time:553244ms step_avg:58.86ms
step:9425/10000 train_loss:2.3170 train_time:554690ms step_avg:58.85ms
step:9450/10000 train_loss:2.3821 train_time:556141ms step_avg:58.85ms
step:9475/10000 train_loss:2.1391 train_time:557592ms step_avg:58.85ms
step:9500/10000 train_loss:2.3315 train_time:559042ms step_avg:58.85ms
step:9525/10000 train_loss:2.3748 train_time:560598ms step_avg:58.86ms
step:9550/10000 train_loss:2.3582 train_time:562051ms step_avg:58.85ms
step:9575/10000 train_loss:2.3501 train_time:563499ms step_avg:58.85ms
step:9600/10000 train_loss:2.3671 train_time:564949ms step_avg:58.85ms
step:9625/10000 train_loss:2.3047 train_time:566398ms step_avg:58.85ms
step:9650/10000 train_loss:2.3046 train_time:567849ms step_avg:58.84ms
step:9675/10000 train_loss:2.4354 train_time:569298ms step_avg:58.84ms
step:9700/10000 train_loss:2.3059 train_time:570748ms step_avg:58.84ms
step:9725/10000 train_loss:2.3244 train_time:572326ms step_avg:58.85ms
step:9750/10000 train_loss:2.3174 train_time:573775ms step_avg:58.85ms
step:9775/10000 train_loss:2.2960 train_time:575226ms step_avg:58.85ms
step:9800/10000 train_loss:2.3318 train_time:576675ms step_avg:58.84ms
step:9825/10000 train_loss:2.2976 train_time:578123ms step_avg:58.84ms
step:9850/10000 train_loss:2.2979 train_time:579574ms step_avg:58.84ms
step:9875/10000 train_loss:2.3664 train_time:581024ms step_avg:58.84ms
step:9900/10000 train_loss:2.3086 train_time:582588ms step_avg:58.85ms
step:9925/10000 train_loss:2.2047 train_time:584037ms step_avg:58.85ms
step:9950/10000 train_loss:2.2486 train_time:585490ms step_avg:58.84ms
step:9975/10000 train_loss:2.5001 train_time:586939ms step_avg:58.84ms
step:10000/10000 train_loss:2.2726 train_time:588389ms step_avg:58.84ms
step:10000/10000 val_loss:2.3141 train_time:588414ms step_avg:58.84ms val_bpb:1.1535
peak memory allocated: 13187 MiB reserved: 13655 MiB
Serialized model: 127438721 bytes
Code size: 65689 bytes
Total submission size: 127504410 bytes
Serialized model int8+zlib: 25308869 bytes (payload:32375187 raw_torch:32427910 payload_ratio:3.94x)
Total submission size int8+zlib: 25374558 bytes
final_int8_zlib_roundtrip load_ok missing=0 unexpected=0
final_int8_zlib_roundtrip val_loss:13.1516 val_bpb:6.5553 eval_time:437ms
final_int8_zlib_roundtrip_exact val_loss:13.15158558 val_bpb:6.55530494
